_id,Province_E,Province,Disposal name,Address,Operator Name,Latitude,longitude,Disposal Process,area(m^3),Disposal Process group
261,Kamphaeng Phet,กำแพงเพชร,สถานที่กำจัดขยะมูลฝอย อบต.โค้งไผ่,บ้านหนองกระทิง  ม.10 ต.โค้งไผ่ อ.ขาณุวรลักษบุรี จ.กำแพงเพชร 62130,นายสมชาย ขุนพิลึก,16.0856,99.7137,เทกองควบคุมน้อยกว่า50ตัน,44800.0,Dumping
262,Kamphaeng Phet,กำแพงเพชร,สถานที่กำจัดขยะมูลฝอย อบต.แสนตอ หมู่6,บ้านหนองเหมือด ม.6 แสนตอ อ.ขาณุวรลักษบุรีจ.กำแพงเพชร 62130,อบต.แสนตอ,16.0065,99.8354,เทกอง,16000.0,Dumping
263,Kamphaeng Phet,กำแพงเพชร,สถานที่กำจัดขยะมูลฝอย ทต.คลองขลุง,ม.7 ต.ท่าพุทรา อ.คลองขลุง จ.กำแพงเพชร 62120,ทต.คลองขลุง,16.2510,99.7038,เทกองควบคุมน้อยกว่า50ตัน,12000.0,Dumping
264,Kamphaeng Phet,กำแพงเพชร,สถานที่กำจัดขยะมูลฝอย อบต.ท่าพุทรา,บ้านท้องคุ้ง ม.7 ต.ท่าพุทรา อ.คลองขลุง จ.กำแพงเพชร 62120,อบต.ท่าพุทรา,16.2508,99.7031,เทกองควบคุมน้อยกว่า50ตัน,16000.0,Dumping
265,Kamphaeng Phet,กำแพงเพชร,สถานที่กำจัดขยะมูลฝอยทต.ท่ามะเขือ,บ้านดงประดา ม.9 ต.ท่ามะเขือ อ.คลองขลุง กำแพงเพชร 62120,ทต.ท่ามะเขือ,16.2431,99.7364,เผาในเตา,36800.0,Inceration
266,Kamphaeng Phet,กำแพงเพชร,สถานที่กำจัดขยะมูลฝอย อบต.แม่ลาด,ม.2 ต.แม่ลาด อ.คลองขลุง กำแพงเพชร 62120,อบต.แม่ลาด,16.1538,99.7456,เทกอง,64000.0,Dumping
267,Kamphaeng Phet,กำแพงเพชร,สถานที่กำจัดขยะมูลฝอย ทต.คลองลานพัฒนา,บ้านแปลงสี่  ม.17 ต.คลองลานพัฒนาอ.คลองลานกำแพงเพชร 62180,ทต.คลองลานพัฒนา,16.0816,99.3043,เทกองควบคุมน้อยกว่า50ตัน,8000.0,Dumping
268,Kamphaeng Phet,กำแพงเพชร,สถานที่กำจัดขยะมูลฝอย ทต.ระหาน,ม.5 ต.ระหาน อ.บึงสามัคคี กำแพงเพชร 62210,ทต.ระหาน,16.1888,99.9532,เทกองควบคุมน้อยกว่า50ตัน,64560.0,Dumping
269,Kamphaeng Phet,กำแพงเพชร,สถานที่กำจัดขยะมูลฝอย ทต.พรานกระต่าย,ม.5 ต.พรานกระต่าย อ.พรานกระต่าย กำแพงเพชร 62110,ทต.พรานกระต่าย,16.6318,99.557,เทกองควบคุมน้อยกว่า50ตัน,112000.0,Dumping
270,Kamphaeng Phet,กำแพงเพชร,สถานที่กำจัดขยะมูลฝอย ทต.คลองพิไกร,ม.6 ถ.คลองพิไกรบึงลูกนก ต.คลองพิไกร อ.พรานกระต่าย กำแพงเพชร 62110,ทต.คลองพิไกร,16.6335,99.7344,เทกองควบคุมน้อยกว่า50ตัน,16000.0,Dumping
271,Kamphaeng Phet,กำแพงเพชร,สถานที่กำจัดขยะมูลฝอย ทต.ลานกระบือ,บ้านฝากทุ่ง ม.2ต.โนนพลวง อ.ลานกระบือ กำแพงเพชร 62170,ทต.ลานกระบือ,16.5810,99.869,MBT,21828.0,Waste to energy & Alternative Fuel
272,Kamphaeng Phet,กำแพงเพชร,สถานที่กำจัดขยะมูลฝอย ทต.บ้านพราน,ม.5 กำแพงเพชรสุโขทัย ต.พรานกระต่าย อ.พรานกระต่าย กำแพงเพชร 62110,ทต.บ้านพราน,16.6628,99.5894,เทกองควบคุมน้อยกว่า50ตัน,56000.0,Dumping
273,Kamphaeng Phet,กำแพงเพชร,สถานที่กำจัดขยะมูลฝอย ทม.ปางมะค่า,ม.8 ต.ปางมะค่า อ.ขาณุวรลักษบุรี กำแพงเพชร,ทม.ปางมะค่า,15.9277,99.4789,เทกองควบคุมน้อยกว่า50ตัน,16000.0,Dumping
274,Kamphaeng Phet,กำแพงเพชร,สถานที่กำจัดขยะมูลฝอย อบต.หนองไม้กอง,428 ม.1 ต.หนองไม้กองอ.ไทรงาม กำแพงเพชร 62150,อบต.หนองไม้กอง,16.4395,99.9528,เผาในเตา,800.0,Inceration
275,Nakhon Sawan,นครสวรรค์,สถานที่กำจัดขยะมูลฝอย ทม.นครสวรรค์,ม.11 ถนนนครสวรรค์พิษณุโลก ต.บ้านมะเกลือ อ.เมืองนครสวรรค์ นครสวรรค์ 60000,ทน.นครสวรรค์,15.8197,100.1262,ฝังกลบ,421860.0000000001,Landfilling
276,Nakhon Sawan,นครสวรรค์,สถานที่กำจัดขยะมูลฝอย ทต.หนองเบน,บ้านหนองแกแล ม.13 ต.หนองกระโดน อ.เมืองนครสวรรค์ นครสวรรค์ 60240,ทต.หนองเบน,15.7895,100.0038,เทกองควบคุมน้อยกว่า50ตัน,50400.0,Dumping
277,Nakhon Sawan,นครสวรรค์,สถานที่กำจัดขยะมูลฝอย อบต.หนองปลิง,ม.4 ต.หนองปลิง อ.เมืองนครสวรรค์ นครสวรรค์ 60000,อบต.หนองปลิง,15.6271,100.1473,เทกองควบคุมน้อยกว่า50ตัน,16000.0,Dumping
278,Nakhon Sawan,นครสวรรค์,สถานที่กำจัดขยะมูลฝอย อบต.แม่เปิน,บ้านสระสวัสดิ ม.5 ต.แม่เปิน อ.แม่เปิน นครสวรรค์ 60150,อบต.แม่เปิน,15.9092,99.5286,เทกองควบคุมน้อยกว่า50ตัน,11200.0,Dumping
279,Nakhon Sawan,นครสวรรค์,สถานที่กำจัดขยะมูลฝอย อบต.เขาชนกัน,บ้านหนองไผ่ ม.9 ต.เขาชนกัน อ.แม่วงก์ นครสวรรค์ 60150,อบต.เขาชนกัน,15.8789,99.4984,เทกองควบคุมน้อยกว่า50ตัน,24000.0,Dumping
280,Nakhon Sawan,นครสวรรค์,สถานที่กำจัดขยะมูลฝอย อบต.แม่เล่ย์,บ้านปางสุด ม.8 ต.แม่เล่ย์ อ.แม่วงก์ นครสวรรค์ 60150,อบต.แม่เล่ย์,15.8130,99.4107,เทกองควบคุมน้อยกว่า50ตัน,19200.0,Dumping
281,Nakhon Sawan,นครสวรรค์,สถานที่กำจัดขยะมูลฝอย ทม.ชุมแสง,บ้านวังยาง ม.2 ต.พันลาน อ.ชุมแสง นครสวรรค์ 60120,ทม.ชุมแสง,15.8452,100.2632,ฝังกลบ,39628.0,Landfilling
282,Nakhon Sawan,นครสวรรค์,สถานที่กำจัดขยะมูลฝอย อบต.ชุมตาบง,บ้านเขาจั๊กจั่น  ม.6 ต.ชุมตาบง  อ.ชุมตาบง นครสวรรค์ 60150,อบต.ชุมตาบง,15.6241,99.5423,เทกองควบคุมน้อยกว่า50ตัน,6800.0,Dumping
283,Nakhon Sawan,นครสวรรค์,สถานที่กำจัดขยะมูลฝอย ทต.ท่าตะโก,บ้านหนองสองห้อง ม.7 ต.หัวถนน อ.ท่าตะโก นครสวรรค์ 60160,ทต.ท่าตะโก,15.5421,100.4512,ฝังกลบ,118400.0,Landfilling
284,Nakhon Sawan,นครสวรรค์,สถานที่กำจัดขยะมูลฝอย ทม.ตาคลี,บ้านหนองยอ ม.7 ต.หัวหวายอ.ตาคลี นครสวรรค์ 60140,ทม.ตาคลี,15.3056,100.2598,ฝังกลบ,312824.0,Landfilling
285,Nakhon Sawan,นครสวรรค์,สถานที่กำจัดขยะมูลฝอย อบต.จันเสน,ม.9 ต.จันเสน อ.ตาคลี นครสวรรค์ 60140,อบต.จันเสน,15.1926,100.492,เทกองควบคุมน้อยกว่า50ตัน,15600.0,Dumping
286,Nakhon Sawan,นครสวรรค์,สถานที่กำจัดขยะมูลฝอย ทต.ท่าน้ำอ้อยม่วงหัก,ม.8 ต.ท่าน้ำอ้อย อ.พยุหะคีรี นครสวรรค์ 60130,ทต.ท่าน้ำอ้อยม่วงหัก,15.4203,100.1558,เทกองควบคุมน้อยกว่า50ตัน,52388.0,Dumping
287,Nakhon Sawan,นครสวรรค์,สถานที่กำจัดขยะมูลฝอย อบต.นิคมเขาบ่อแก้ว,ม.3 ต.นิคมเขาบ่อแก้ว อ.พยุหะคีรี นครสวรรค์ 60130,อบต.นิคมเขาบ่อแก้ว,15.4674,100.2398,เทกองควบคุมน้อยกว่า50ตัน,32000.0,Dumping
288,Nakhon Sawan,นครสวรรค์,สถานที่กำจัดขยะมูลฝอย อบต.เขาทอง,ม.8 ต.เขาทอง อ.พยุหะคีรี นครสวรรค์ 60130,อบต.เขาทอง,15.5478,100.1977,เทกองควบคุมน้อยกว่า50ตัน,22400.0,Dumping
289,Nakhon Sawan,นครสวรรค์,สถานที่กำจัดขยะมูลฝอย อบต.สระทะเล,บ้านลับโลก ม.1 ต.สระทะเล อ.พยุหะคีรี นครสวรรค์ 60130,อบต.สระทะเล,15.5339,100.1969,เทกองควบคุมน้อยกว่า50ตัน,14160.0,Dumping
290,Nakhon Sawan,นครสวรรค์,สถานที่กำจัดขยะมูลฝอย ทต.ลาดยาว,บริเวณเขาหยุมหยาม ม.7 ต.มาบแก อ.ลาดยาว นครสวรรค์ 60150,ทต.ลาดยาว,15.7003,99.7355,เทกองควบคุมน้อยกว่า50ตัน,40000.0,Dumping
291,Nakhon Sawan,นครสวรรค์,สถานที่กำจัดขยะมูลฝอย อบต.วังม้า,บ้านเกาะฝ้าย  ม.2 ต.วังม้า อ.ลาดยาว นครสวรรค์ 60150,อบต.วังม้า,15.6481,99.8595,เทกองควบคุมน้อยกว่า50ตัน,16000.0,Dumping
292,Nakhon Sawan,นครสวรรค์,สถานที่กำจัดขยะมูลฝอย อบต.วังเมือง,บ้านดอนพลอง ม.3 ต.วังเมือง อ.ลาดยาว นครสวรรค์ 60150,อบต.วังเมือง,15.6852,99.8061,เทกองควบคุมน้อยกว่า50ตัน,4000.0,Dumping
293,Nakhon Sawan,นครสวรรค์,สถานที่กำจัดขยะมูลฝอย อบต.สระแก้ว,บ้านสวนขวัญ ม.1 ต.สระแก้ว อ.ลาดยาว นครสวรรค์ 60150,อบต.สระแก้ว,15.7921,99.8229,เทกองควบคุมน้อยกว่า50ตัน,16000.0,Dumping
294,Nakhon Sawan,นครสวรรค์,สถานที่กำจัดขยะมูลฝอย อบต.หัวดง,ม.3 ต.หัวดง อ.เก้าเลี้ยว นครสวรรค์ 60230,อบต.หัวดง,15.8781,100.0856,เทกองควบคุมน้อยกว่า50ตัน,16000.0,Dumping
295,Nakhon Sawan,นครสวรรค์,สถานที่กำจัดขยะมูลฝอย อบต.เนินมะกอก,ม.12 ต.เนินมะกอก อ.พยุหะคีรี นครสวรรค์ 60130,อบต.เนินมะกอก,15.5306,100.2055,เทกองควบคุมน้อยกว่า50ตัน,13788.0,Dumping
296,Phichit,พิจิตร,สถานที่กำจัดขยะมูลฝอย ทม.พิจิตร,บ้านบึงช้าง ม.5 ต.ท่าหลวง อ.เมืองพิจิตร พิจิตร 66000,ทม.พิจิตร,16.4386,100.4039,ฝังกลบ,170896.0,Landfilling
297,Phichit,พิจิตร,สถานที่กำจัดขยะมูลฝอย ทต.ท่าฬ่อ,ม.5 ต.ท่าฬ่อ อ.เมืองพิจิตร พิจิตร 66000,ทต.ท่าฬ่อ,16.5161,100.3405,เทกองควบคุมน้อยกว่า50ตัน,33600.0,Dumping
298,Phichit,พิจิตร,สถานที่กำจัดขยะมูลฝอย ทต.วังกรด,บ้านบุ่ง ม.6 ถนนวังกรดหนองปลาไหล ต.บ้านบุ่ง อ.เมืองพิจิตร พิจิตร 66000,ทต.วังกรด,16.4035,100.3948,เทกองควบคุมน้อยกว่า50ตัน,92264.0,Dumping
299,Phichit,พิจิตร,สถานที่กำจัดขยะมูลฝอย ทต.หัวดง,บ้านลำชะล่า ม.2 ต.หัวดง อ.เมืองพิจิตร พิจิตร 66170,ทต.หัวดง,16.3370,100.4245,เทกองควบคุมน้อยกว่า50ตัน,48000.0,Dumping
300,Phichit,พิจิตร,สถานที่กำจัดขยะมูลฝอย อบต.คลองคะเชนทร์,ม.2 ต.คลองคะเชนทร์ อ.เมืองพิจิตร พิจิตร 66000,อบต.คลองคะเชนทร์,16.4793,100.2755,เทกองควบคุมน้อยกว่า50ตัน,25600.0,Dumping
301,Phichit,พิจิตร,สถานที่กำจัดขยะมูลฝอย อบต.ย่านยาว หมู่10,บ้านวังกรอบ ม.10 ต.ย่านยาว อ.เมืองพิจิตร พิจิตร 66000,อบต.ย่านยาว,16.4963,100.2659,เทกอง,6000.0,Dumping
302,Phichit,พิจิตร,สถานที่กำจัดขยะมูลฝอย อบต.หัวดง,บ้านลำชะล่า ม.2 ต.หัวดง อ.เมืองพิจิตร พิจิตร 66170,นายลูกคิด เมฆพา,16.3363,100.4265,เทกองควบคุมน้อยกว่า50ตัน,15060.0,Dumping
303,Phichit,พิจิตร,สถานที่กำจัดขยะมูลฝอย อบต.โรงช้าง,ม.2 ต.โรงช้าง อ.เมืองพิจิตร พิจิตร 66000,อบต.โรงช้าง,16.4232,100.2494,เทกองควบคุมน้อยกว่า50ตัน,16000.0,Dumping
304,Phichit,พิจิตร,สถานที่กำจัดขยะมูลฝอย ทม.ตะพานหิน,ม.3 ต.งิ้วราย อ.ตะพานหิน พิจิตร 66110,ทม.ตะพานหิน,16.1274,100.2667,เทกองควบคุมน้อยกว่า50ตัน,35132.0,Dumping
305,Phichit,พิจิตร,สถานที่กำจัดขยะมูลฝอย ทม.บางมูลนาก,บ้านวังสำโรง ม.3 ต.วังสำโรง อ.บางมูลนาก พิจิตร 66120,ทม.บางมูลนาก,16.0121,100.4087,ฝังกลบ,60079.99999999999,Landfilling
306,Phichit,พิจิตร,สถานที่กำจัดขยะมูลฝอย ทต.ท่าเสา,ม.1 ต.ท่าเสา อ.โพทะเล พิจิตร 66130,ทต.ท่าเสา,16.0024,100.2075,เทกองควบคุมน้อยกว่า50ตัน,40800.0,Dumping
307,Phichit,พิจิตร,สถานที่กำจัดขยะมูลฝอย ทต.สากเหล็ก,บ้านคลองระนา ม.5 ต.สากเหล็ก อ.สากเหล็ก พิจิตร 66160,ทต.สากเหล็ก,16.4623,100.4445,เทกองควบคุมน้อยกว่า50ตัน,99200.0,Dumping
308,Phichit,พิจิตร,สถานที่กำจัดขยะมูลฝอย ทต.ทับคล้อ,บ้านหนองคอม ม.8 ต.เขาทราย อ.ทับคล้อ พิจิตร 66150,ทต.ทับคล้อ,16.1031,100.3833,เทกองควบคุมน้อยกว่า50ตัน,110336.0,Dumping
309,Phichit,พิจิตร,สถานที่กำจัดขยะมูลฝอย อบต.ทับคล้อ,บ้านเขานกยูง ม.8 ต.เขาทราย อ.ทับคล้อ พิจิตร 66150,อบต.ทับคล้อ,16.0155,100.327,เทกองควบคุมน้อยกว่า50ตัน,33600.0,Dumping
310,Phichit,พิจิตร,สถานที่กำจัดขยะมูลฝอย ทต.กำแพงดิน,99 ม.3 ต.กำแพงดิน อ.สามง่าม พิจิตร 66140,ทต.กำแพงดิน,16.5845,100.2278,เทกอง,3064.0,Dumping
311,Phichit,พิจิตร,สถานที่กำจัดขยะมูลฝอย ทต.สามง่าม,บ้านหนองหูช้าง ม.6 ต.บ้านนา อ.วชิรบารมี พิจิตร 66220,ทต.สามง่าม,16.5049,100.1022,เทกองควบคุมน้อยกว่า50ตัน,69516.0,Dumping
312,Phichit,พิจิตร,สถานที่กำจัดขยะมูลฝอย อบต.ป่ามะคาบ หมู่10,ม.10 ต.ป่ามะคาบ อ.เมืองพิจิตร พิจิตร 66000,อบต.ป่ามะคาบ,16.4891,100.4118,เทกองควบคุมน้อยกว่า50ตัน,7700.0,Dumping
313,Phichit,พิจิตร,สถานที่กำจัดขยะมูลฝอย อบต.วังทรายพูน,ม.5 ต.วังทรายพูน อ.วังทรายพูน พิจิตร 66180,อบต.วังทรายพูน,16.3975,100.6119,เทกองควบคุมน้อยกว่า50ตัน,2664.0,Dumping
314,Uthai Thani,อุทัยธานี,สถานที่กำจัดขยะมูลฝอย ทม.อุทัยธานี,บ้านหนองกาหลง ม.4 ต.หลุมเข้า อ.หนองขาหย่าง อุทัยธานี 61130,ทม.อุทัยธานี,15.3223,99.9773,ฝังกลบ,172328.0,Landfilling
315,Uthai Thani,อุทัยธานี,สถานที่กำจัดขยะมูลฝอย ทต.บ้านไร่,บ้านหัวนา ม.4 ต.บ้านไร่ อ.บ้านไร่ อุทัยธานี 61140,ทต.บ้านไร่,15.0559,99.5172,เทกองควบคุมน้อยกว่า50ตัน,27600.0,Dumping
316,Uthai Thani,อุทัยธานี,สถานที่กำจัดขยะมูลฝอย ทต.ลานสัก,บ้านเก่าพัฒนาชุมชน 3 ม.2 ต.ลานสัก อ.ลานสัก อุทัยธานี 61160,ทต.ลานสัก,15.4741,99.5454,MBT,19200.0,Waste to energy & Alternative Fuel
317,Uthai Thani,อุทัยธานี,สถานที่กำจัดขยะมูลฝอย อบต.ไผ่เขียว,บ้านทุ่งสงบ 2 ถนนสว่างอารมณ์ลานสัก ต.ไผ่เขียว อ.สว่างอารมณ์ อุทัยธานี 61150,อบต.ไผ่เขียว,15.6204,99.7614,เทกองควบคุมน้อยกว่า50ตัน,48000.0,Dumping
318,Nonthaburi,นนทบุรี,สถานที่กำจัดขยะมูลฝอย อบจ.นนทบุรี,ม.8 ถนนไทรน้อยลาดบัวหลวง ต.คลองขวาง อ.ไทรน้อย นนทบุรี 11150,อบจ.นนทบุรี,14.0054,100.3124,ฝังกลบ,755200.0,Landfilling
319,Pathum Thani,ปทุมธานี,สถานที่กำจัดขยะมูลฝอย บริษัท รักษ์บ้านเรา จำกัด (เขตทม.ท่าโขลง),ม.18 ต.คลองหนึ่ง อ.คลองหลวง ปทุมธานี 12120,บริษัท รักษ์บ้านเรา จำกัด,14.0964,100.5968,อื่นๆ,67164.0,Transfer & Mixed Methods
320,Pathum Thani,ปทุมธานี,สถานที่กำจัดขยะมูลฝอย อบต.ลำไทร,ม.3 ต.ลำไทร อ.ลำลูกกา ปทุมธานี 12150,อบต.ลำไทร,13.9452,100.8714,เทกอง,4800.0,Dumping
321,Pathum Thani,ปทุมธานี,สถานที่กำจัดขยะมูลฝอย เอกชนอบต.คลองสาม,ม.15 ต.คลองสาม อ.คลองหลวง ปทุมธานี 12120,บริษัท ต.คิดดี โปรดักส์ จำกัด,14.1410,100.6745,อื่นๆ,112000.0,Transfer & Mixed Methods
322,Pathum Thani,ปทุมธานี,สถานีขนถ่ายขยะมูลฝอย ทม.ลาดสวาย,ม.5 ต.ลาดสวาย อ.ลำลูกกา จ.ปทุมธานี,ทม.ลาดสวาย,13.9669,100.6934,สถานีขนถ่ายขยะมูลฝอย,22400.0,Transfer & Mixed Methods
323,Pathum Thani,ปทุมธานี,สถานีขนถ่ายขยะมูลฝอย ทน.รังสิต,ซอยรังสิตนครนายก17 ต.ประชาธิปัตย์ อ.ธัญบุรี จ.ปทุมธานี,ทน.รังสิต,14.0097,100.6321,สถานีขนถ่ายขยะมูลฝอย,33600.0,Transfer & Mixed Methods
324,Sing Buri,สิงห์บุรี,สถานที่กำจัดขยะมูลฝอย ทม.บางระจัน,ม.3 ต.สิงห์ อ.บางระจัน สิงห์บุรี 16130,ทม.บางระจัน,14.8883,100.3334,เทกอง,11200.0,Dumping
325,Sing Buri,สิงห์บุรี,สถานที่กำจัดขยะมูลฝอย ทต.พรหมบุรี ,บ้านบางชัน ม.5 ต.พรหมบุรี อ.พรหมบุรี สิงห์บุรี 16120,ทต.พรหมบุรี ,14.8300,100.46,เทกอง,17600.0,Dumping
326,Sing Buri,สิงห์บุรี,สถานที่กำจัดขยะมูลฝอย ทต.ถอนสมอ,ม.2 ต.ถอนสมอ อ.ท่าช้าง สิงห์บุรี 16140,ทต.ถอนสมอ,14.7462,100.38,เทกอง,21924.0,Dumping
327,Sing Buri,สิงห์บุรี,สถานีขนถ่ายขยะมูลฝอย ทม.สิงห์บุรี,ม.6 ถ.สิงห์บุรีบสงระจัน ต.ต้นโพธิ์ อ.เมืองสุพรรณบุรี จ.สิงห์บุรี ,ทม.สิงห์บุรี ,14.8849,100.3738,สถานีขนถ่ายขยะมูลฝอย,41600.0,Transfer & Mixed Methods
328,Phra Nakhon Si Ayutthaya,พระนครศรีอยุธยา,สถานที่กำจัดขยะมูลฝอย ทต.ราชคราม,ม.1 ต.ช้างใหญ่ อ.บางไทร พระนครศรีอยุธยา13190,ทต.ราชคราม,14.1599,100.5367,เทกองควบคุมน้อยกว่า50ตัน,7200.0,Dumping
329,Phra Nakhon Si Ayutthaya,พระนครศรีอยุธยา,สถานที่กำจัดขยะมูลฝอย ทต.นครหลวง,ม.3 ต.บางระกำ อ.นครหลวง พระนครศรีอยุธยา 13260,ทต.นครหลวง,14.4713,100.5747,เทกอง,62400.0,Dumping
330,Phra Nakhon Si Ayutthaya,พระนครศรีอยุธยา,สถานที่กำจัดขยะมูลฝอย ทต.บ้านสร้าง,ม.5 ต.บ้านสร้าง อ.บางปะอิน  พระนครศรีอยุธยา 13160,ทต.บ้านสร้าง,14.2943,100.6687,เทกอง,11200.0,Dumping
331,Phra Nakhon Si Ayutthaya,พระนครศรีอยุธยา,สถานที่กำจัดขยะมูลฝอย บริษัทบางปะอิน เวสต์ เมเนจเมนท์ จำกัด (ทต.เชียงรากน้อย),เลขที่ 5 ม.11 ต.เชียงรากน้อย อ.บางปะอิน พระนครศรีอยุธยา 13160,บริษัทบางปะอิน เวสต์ เมเนจเมนท์ จำกัด,14.1426,100.592,หมักทำปุ๋ย,56000.0,Biological treatment
332,Phra Nakhon Si Ayutthaya,พระนครศรีอยุธยา,สถานที่กำจัดขยะมูลฝอย หจก.บางไทรรีไซเคิล จำกัด (ทต.บางไทร),60/1 ม.5 ต.บางพลี อ.บางไทร พระนครศรีอยุธยา 13190,หจก.บางไทรรีไซเคิล,14.1974,100.4546,เทกอง,240000.0,Dumping
333,Phra Nakhon Si Ayutthaya,พระนครศรีอยุธยา,สถานที่กำจัดขยะมูลฝอย อบต.แม่ลา,ม.3 ต.บางระกำ อ.นครหลวง พระนครศรีอยุธยา 13260,อบต.แม่ลา,14.4683,100.5733,เทกอง,17600.0,Dumping
334,Phra Nakhon Si Ayutthaya,พระนครศรีอยุธยา,สถานที่กำจัดขยะมูลฝอย  อบจ.พระนครศรีอยุธยา,ต.มหาพราหมณ์ อ.บางบาล พระนครศรีอยุธยา 13250,อบจ.พระนครศรีอยุธยา,14.3442,100.4944,ฝังกลบ,596116.0,Landfilling
335,Ang Thong,อ่างทอง,สถานที่กำจัดขยะมูลฝอย ทม.อ่างทอง,บ้านโตนด ม.3 ต.เทวราช อ.ไชโย อ่างทอง 14140,ทม.อ่างทอง,14.6402,100.4462,ฝังกลบ,143996.0,Landfilling
336,Prachuap Khiri Khan,ประจวบคีรีขันธ์,สถานที่กำจัดขยะมูลฝอย อบต.ห้วยทราย,บ้านหัวโก ม.10  ต.ห้วยทราย อ.เมืองประจวบคีรีขันธ์ จ.ประจวบคีรีขันธ์ 77000,อบต.ห้วยทราย,11.7354,99.689,เทกอง,32000.0,Dumping
337,Prachuap Khiri Khan,ประจวบคีรีขันธ์,สถานที่กำจัดขยะมูลฝอย อบต.อ่าวน้อย, บ้านคั่นกะได ม.3  ต.อ่าวน้อย อ.เมืองประจวบคีรีขันธ์ จ.ประจวบคีรีขันธ์ 77000,อบต.อ่าวน้อย,11.8930,99.8102,เทกอง,16000.0,Dumping
338,Prachuap Khiri Khan,ประจวบคีรีขันธ์,"สถานที่กำจัดขยะมูลฝอย ทต.ปราณบุรี _x000D_
",ศูนย์การทหารราบค่ายธนะรัชต์ หมู่3  ต.เขาน้อย อ.ปราณบุรี จ.ประจวบคีรีขันธ์ 77120,ทต.ปราณบุรี,12.4421,99.88,เทกอง,288000.0,Dumping
339,Prachuap Khiri Khan,ประจวบคีรีขันธ์,สถานที่กำจัดขยะมูลฝอย อบต.ห้วยสัตว์ใหญ่,บ้านฟ้าประทาน  ม.2  ต.ห้วยสัตว์ใหญ่ อ.หัวหิน จ.ประจวบคีรีขันธ์ 77110,อบต.ห้วยสัตว์ใหญ่,12.5284,99.5447,เทกอง,4800.0,Dumping
340,Prachuap Khiri Khan,ประจวบคีรีขันธ์,สถานที่กำจัดขยะมูลฝอย เอกชน อบต.กุยบุรี,ม.2  ต.กุยบุรี อ.กุยบุรี จ.ประจวบคีรีขันธ์ 77150,เอกชนอบต.กุยบุรี,12.0505,99.8455,เทกอง,16000.0,Dumping
341,Prachuap Khiri Khan,ประจวบคีรีขันธ์,สถานที่กำจัดขยะมูลฝอย อบต.ทับสะแก,บ้านนายาง ม.5  ต.ทับสะแก อ.ทับสะแก จ.ประจวบคีรีขันธ์ 77130,อบต.ทับสะแก,11.5230,99.6228,เทกอง,6400.0,Dumping
342,Prachuap Khiri Khan,ประจวบคีรีขันธ์,สถานที่กำจัดขยะมูลฝอย ทต.กำเนิดนพคุณ,ม.5  ต.กำเนิดนพคุณ อ.บางสะพาน จ.ประจวบคีรีขันธ์ 77140,ทต.กำเนิดนพคุณ,11.2230,99.505,เทกอง,12800.0,Dumping
343,Prachuap Khiri Khan,ประจวบคีรีขันธ์,สถานที่กำจัดขยะมูลฝอย ทต.บ้านกรูด,บ้านกรูด  ม.3  ต.ธงชัย อ.บางสะพาน จ.ประจวบคีรีขันธ์ 77140,ทต.บ้านกรูด,11.3241,99.555,เทกองควบคุมน้อยกว่า50ตัน,4800.0,Dumping
344,Prachuap Khiri Khan,ประจวบคีรีขันธ์,สถานที่กำจัดขยะมูลฝอย ทต.ร่อนทอง, ม.12 ถ.เพชรเกษมบ้านดอน ต.ร่อนทอง อ.บางสะพาน จ.ประจวบคีรีขันธ์ 77140,ทต.ร่อนทอง,11.2636,99.4398,เทกอง,11200.0,Dumping
345,Prachuap Khiri Khan,ประจวบคีรีขันธ์,สถานที่กำจัดขยะมูลฝอย เอกชนอบต.กำเนิดนพคุณ, ม.6 ถ.เพชรเกษมบ้านดอน ต.กำเนิดนพคุณ อ.บางสะพาน จ.ประจวบคีรีขันธ์ 77140,นางเฉลิมรัตน์ รัตนเลิศ,11.2320,99.4802,เทกอง,11200.0,Dumping
346,Prachuap Khiri Khan,ประจวบคีรีขันธ์,สถานที่กำจัดขยะมูลฝอย อบต.แม่รำพึง, บ้านทุ่งลานควาย  ม.7  ต.แม่รำพึง อ.บางสะพาน จ.ประจวบคีรีขันธ์ 77140,อบต.แม่รำพึง,11.2396,99.5368,เทกอง,24000.0,Dumping
347,Prachuap Khiri Khan,ประจวบคีรีขันธ์,สถานที่กำจัดขยะมูลฝอย อบต.พงศ์ประศาสน์,: บ้านฝ่ายท่า ม.1 ถ.ฝ่ายท่าหนองหัดไท ต.พงศ์ประศาสน์ อ.บางสะพาน จ.ประจวบคีรีขันธ์ 77140,อบต.พงศ์ประศาสน์,11.1949,99.5044,RDF,400.0,Waste to energy & Alternative Fuel
348,Prachuap Khiri Khan,ประจวบคีรีขันธ์,สถานที่กำจัดขยะมูลฝอยทต.บางสะพานน้อย, ม.5  ต.บางสะพาน อ.บางสะพานน้อย จ.ประจวบคีรีขันธ์ 77170,ทต.บางสะพานน้อย,11.0743,99.457,เผาในเตา,3200.0,Inceration
349,Prachuap Khiri Khan,ประจวบคีรีขันธ์,สถานที่กำจัดขยะมูลฝอย อบต.ทรายทอง,บ้านห้วยลึก  ม.7  ต.ทรายทอง อ.บางสะพานน้อย จ.ประจวบคีรีขันธ์ 77170,อบต.ทรายทอง,11.0423,99.4067,เทกอง,11200.0,Dumping
