_id,Province_E,Province,Disposal name,Address,Operator Name,Latitude,longitude,Disposal Process,area(m^3),Disposal Process group
1,Lampang,ลำปาง,สถานที่กำจัดขยะมูลฝอย ทน.ลำปาง,ม.2  ต.กล้วยแพะ อ.เมืองลำปาง จ.ลำปาง ,ทน.ลำปาง,18.1770,99.5056,ฝังกลบ,992000.0,Landfilling
2,Lampang,ลำปาง,สถานที่กำจัดขยะมูลฝอย ทต.ไหล่หิน,บ้านแม่ฮวก  ม.3  ต.ไหล่หิน อ.เกาะคา จ.ลำปาง 52130,ทต.ไหล่หิน,18.2049,99.3211,เทกอง,11200.0,Dumping
3,Lampang,ลำปาง,สถานที่กำจัดขยะมูลฝอย ทต.นาแก้ว หมู่3,บ้านสบต๋ำ  ม.3  ต.นาแก้ว อ.เกาะคา จ.ลำปาง 52130,ทต.นาแก้ว,18.1102,99.3062,เทกอง,7680.0,Dumping
4,Lampang,ลำปาง,สถานที่กำจัดขยะมูลฝอย ทต.นาแก้ว หมู่4,บ้านนาแก้ว ม.4  ต.นาแก้ว อ.เกาะคา จ.ลำปาง 52130,ทต.นาแก้ว,18.1102,99.3061,เทกอง,6400.0,Dumping
5,Lampang,ลำปาง,สถานที่กำจัดขยะมูลฝอย ทต.นาแก้ว หมู่2,บ้านสองแควใต้  ม.2  ต.นาแก้ว อ.เกาะคา จ.ลำปาง ,ทต.นาแก้ว,18.1430,99.3373,เทกอง,8608.0,Dumping
6,Lampang,ลำปาง,สถานที่กำจัดขยะมูลฝอย ทต.ลำปางหลวง,ม.4  ต.ลำปางหลวง อ.เกาะคา จ.ลำปาง 52130,ทต.ลำปางหลวง,18.2502,99.359,เทกอง,36432.0,Dumping
7,Lampang,ลำปาง,สถานที่กำจัดขยะมูลฝอย ทต.เวียงมอก หมู่13,บ้านแม่พุเหนือ  ม.13  ต.เวียงมอก อ.เถิน จ.ลำปาง 52160,ทต.เวียงมอก,17.3325,99.4351,เทกอง,400.0,Dumping
8,Lampang,ลำปาง,สถานที่กำจัดขยะมูลฝอย ทต.เวียงมอก หมู่4,บ้านปางอ้า  ม.4  ต.เวียงมอก อ.เถิน จ.ลำปาง 52160,ทต.เวียงมอก,17.4078,99.3648,เทกอง,8000.0,Dumping
9,Lampang,ลำปาง,สถานที่กำจัดขยะมูลฝอย ทต.เวียงมอก หมู่8,บ้านหนองหอย  ม.8  ต.เวียงมอก อ.เถิน จ.ลำปาง 52160,ทต.เวียงมอก,17.5094,99.3424,เทกอง,8000.0,Dumping
10,Lampang,ลำปาง,สถานที่กำจัดขยะมูลฝอย ทต.เวียงมอก หมู่9,บ้านหอรบ  ม.9  ต.เวียงมอก อ.เถิน จ.ลำปาง 52160,ทต.เวียงมอก,17.3352,99.454,เทกอง,1600.0,Dumping
11,Lampang,ลำปาง,สถานที่กำจัดขยะมูลฝอย ทม.ล้อมแรด,บ้านเด่นแก้ว ม.11  ต.ล้อมแรด อ.เถิน จ.ลำปาง 52160,ทม.ล้อมแรด,17.6203,99.1861,เทกอง,163200.0,Dumping
12,Lampang,ลำปาง,สถานที่กำจัดขยะมูลฝอย ทต.เถินบุรี หมู่2,บ้านป่าตาล ม.2  ต.เถินบุรี อ.เถิน จ.ลำปาง 52160,ทต.เถินบุรี ,17.6026,99.171,เทกอง,4800.0,Dumping
13,Lampang,ลำปาง,สถานที่กำจัดขยะมูลฝอย ทต.เถินบุรี หมู่5,บ้านสองแควปินหวาน ม.5  ต.เถินบุรี อ.เถิน จ.ลำปาง 52160,ทต.เถินบุรี ,17.5615,99.1764,เทกอง,3200.0,Dumping
14,Lampang,ลำปาง,สถานที่กำจัดขยะมูลฝอย อบต. นาโป่ง หมู่1,บ้านสันหลวง ม.1  ต.นาโป่ง อ.เถิน จ.ลำปาง 52160,อบต. นาโป่ง,17.6409,99.1852,เทกอง,3200.0,Dumping
15,Lampang,ลำปาง,สถานที่กำจัดขยะมูลฝอย อบต.แม่ปะ หมู่1,บ้านแม่ปะหลวง  ม.1  ต.แม่ปะ อ.เถิน จ.ลำปาง 52160,อบต.แม่ปะ,17.6246,99.2654,เทกอง,800.0,Dumping
16,Lampang,ลำปาง,สถานที่กำจัดขยะมูลฝอย อบต.แม่ปะ หมู่2,บ้านแม่ปะแพะ  ม.2  ต.แม่ปะ อ.เถิน จ.ลำปาง 52160,อบต.แม่ปะ,17.6316,99.2719,เทกอง,800.0,Dumping
17,Lampang,ลำปาง,สถานที่กำจัดขยะมูลฝอย อบต.แม่ปะ หมู่3,บ้านท่ามะเกว๋น  ม.3  ต.แม่ปะ อ.เถิน จ.ลำปาง 52160,อบต.แม่ปะ,17.6643,99.3009,เทกอง,800.0,Dumping
18,Lampang,ลำปาง,สถานที่กำจัดขยะมูลฝอย อบต.แม่ปะ หมู่4,บ้านปางกุ่ม ม.4  ต.แม่ปะ อ.เถิน จ.ลำปาง 52160,อบต.แม่ปะ,17.7032,99.3582,เทกอง,800.0,Dumping
19,Lampang,ลำปาง,สถานที่กำจัดขยะมูลฝอย อบต.แม่ปะ หมู่5,บ้านท่าผา  ม.5  ต.แม่ปะ อ.เถิน จ.ลำปาง 52160,อบต.แม่ปะ,17.6776,99.243,เทกอง,800.0,Dumping
20,Lampang,ลำปาง,สถานที่กำจัดขยะมูลฝอย ทต.เสริมงาม,ม.6  ต. อ.เสริมงาม จ.ลำปาง 52210,ทต.เสริมงาม,18.0568,99.2283,เทกอง,27600.0,Dumping
21,Lampang,ลำปาง,สถานที่กำจัดขยะมูลฝอย อบต.เมืองมาย หมู่1,บ้านแม่เย็น   ม.1  ต.เมืองมาย อ.แจ้ห่ม จ.ลำปาง 52120,อบต.เมืองมาย,18.6586,99.6941,เทกอง,400.0,Dumping
22,Lampang,ลำปาง,สถานที่กำจัดขยะมูลฝอย อบต.เมืองมาย หมู่5,บ้านไผ่แพะ  ม.5  ต.เมืองมาย อ.แจ้ห่ม จ.ลำปาง 52120,อบต.เมืองมาย,18.5875,99.6274,เทกอง,1600.0,Dumping
23,Lampang,ลำปาง,สถานที่กำจัดขยะมูลฝอย ทต.สิริราช,บ้านแม่วะ ม.3  ต.สันดอนแก้ว อ.แม่ทะ จ.ลำปาง 52150,ทต.สิริราช,18.0019,99.4464,เทกอง,32000.0,Dumping
24,Lampang,ลำปาง,สถานที่กำจัดขยะมูลฝอย ทต.ป่าตันนาครัว,บ้านนาคตแพะ  ม.4  ต.ป่าตัน อ.แม่ทะ จ.ลำปาง 52150,ทต.ป่าตันนาครัว,18.1408,99.4888,เทกอง,28800.0,Dumping
25,Lampang,ลำปาง,สถานที่กำจัดขยะมูลฝอย ทต.แม่ทะ,ม.1  ต.แม่ทะ อ.แม่ทะ จ.ลำปาง 52150,ทต.แม่ทะ,18.2076,99.6095,เทกอง,140800.0,Dumping
26,Lampang,ลำปาง,สถานที่กำจัดขยะมูลฝอย ทต.พระบาทวังตวง หมู่1,บ้านเกาะหัวช้าง   ม.1  ต.พระบาทวังตวง อ.แม่พริก จ.ลำปาง 52180,ทต.พระบาทวังตวง,17.5024,99.1654,เทกอง,30400.0,Dumping
27,Lampang,ลำปาง,สถานที่กำจัดขยะมูลฝอย ทต.พระบาทวังตวง หมู่2,บ้านท่าชุม ม.2  ต.พระบาทวังตวง อ.แม่พริก จ.ลำปาง 52180,ทต.พระบาทวังตวง,17.4845,99.1633,เทกอง,1600.0,Dumping
28,Lampang,ลำปาง,สถานที่กำจัดขยะมูลฝอย ทต.พระบาทวังตวง หมู่4,บ้านแม่เชียงรายบน ม.4  ต.พระบาทวังตวง อ.แม่พริก จ.ลำปาง 52180,ทต.พระบาทวังตวง,17.3686,99.1334,เทกอง,3200.0,Dumping
29,Lampang,ลำปาง,สถานที่กำจัดขยะมูลฝอย ทต.พระบาทวังตวง หมู่5,บ้านพระบาท ม.5  ต.พระบาทวังตวง อ.แม่พริก จ.ลำปาง 52180,ทต.พระบาทวังตวง,17.4562,99.1518,เผากลางแจ้ง,1600.0,Inceration
30,Lampang,ลำปาง,สถานที่กำจัดขยะมูลฝอย ทต.พระบาทวังตวง หมู่7,บ้านดอยคำ ม.7  ต.พระบาทวังตวง อ.แม่พริก จ.ลำปาง 52180,ทต.พระบาทวังตวง,17.4128,99.1422,เทกอง,1600.0,Dumping
31,Lampang,ลำปาง,สถานที่กำจัดขยะมูลฝอย ทต.เมืองปาน หมู่4,บ้านดอนแก้ว  ม.4  ต.เมืองปาน อ.เมืองปาน จ.ลำปาง 52240,ทต.เมืองปาน,18.7975,99.5176,เทกอง,1600.0,Dumping
32,Lampang,ลำปาง,สถานที่กำจัดขยะมูลฝอย ทต.บ้านใหม่,บ้านใหม่  ม.6 ถ.วังเหนือแม่ขะจาน ต.วังเหนือ อ.วังเหนือ จ.ลำปาง 52140,ทต.บ้านใหม่,19.1844,99.6047,เผาในเตา,1920.0,Inceration
33,Lampang,ลำปาง,สถานที่กำจัดขยะมูลฝอย อบต.วังทอง หมู่7,บ้านป่าทอง ม.7  ต.วังทอง อ.วังเหนือ จ.ลำปาง 52140,อบต.วังทอง,19.0863,99.6914,เทกอง,1600.0,Dumping
34,Lampang,ลำปาง,สถานที่กำจัดขยะมูลฝอย ทต.สบปราบ หมู่15, ม.15  ต.สบปราบ อ.สบปราบ จ.ลำปาง 52170,นายเหรียญ อินมะโน,17.9024,99.3628,เทกอง,3200.0,Dumping
35,Lampang,ลำปาง,สถานที่กำจัดขยะมูลฝอย อบต.นายาง หมู่3,บ้านนาปราบ  ม.3  ต.นายาง อ.สบปราบ จ.ลำปาง 52170,อบต.นายาง ,17.8905,99.3018,เทกอง,1600.0,Dumping
36,Lampang,ลำปาง,สถานที่กำจัดขยะมูลฝอย อบต.นายาง หมู่4,บ้านหนองวัวแดง  ม.4  ต.นายาง อ.สบปราบ จ.ลำปาง 52170,อบต.นายาง ,17.8957,99.3211,เทกอง,1600.0,Dumping
37,Lampang,ลำปาง,สถานที่กำจัดขยะมูลฝอย อบต.นายาง หมู่6,บ้านนาไม้แดง  ม.6  ต.นายาง อ.สบปราบ จ.ลำปาง 52170,อบต.นายาง ,17.9242,99.2821,เทกอง,1600.0,Dumping
38,Lampang,ลำปาง,สถานที่กำจัดขยะมูลฝอย อบต.นายาง หมู่7,บ้านแก่น ม.7  ต.นายาง อ.สบปราบ จ.ลำปาง 52170,อบต.นายาง ,17.9300,99.2698,เทกอง,1600.0,Dumping
39,Lampang,ลำปาง,สถานที่กำจัดขยะมูลฝอย อบต.นายาง หมู่8,บ้านไร่  ม.8  ต.นายาง อ.สบปราบ จ.ลำปาง 52170,อบต.นายาง ,17.8721,99.3047,เทกอง,1600.0,Dumping
40,Lampang,ลำปาง,สถานที่กำจัดขยะมูลฝอย อบต.นายาง หมู่9,บ้านแม่ยอง  ม.9  ต.นายาง อ.สบปราบ จ.ลำปาง 52170,อบต.นายาง ,17.9090,99.2819,เทกอง,1600.0,Dumping
41,Lampang,ลำปาง,สถานที่กำจัดขยะมูลฝอย อบต.แม่กัวะ หมู่2,บ้านอ้อ ม.2  ต.แม่กัวะ อ.สบปราบ จ.ลำปาง 52170,อบต.แม่กัวะ,17.9457,99.3249,เผากลางแจ้ง,4800.0,Inceration
42,Lampang,ลำปาง,สถานที่กำจัดขยะมูลฝอย อบต.แม่กัวะ หมู่3,บ้านปงกา ม.3  ต.แม่กัวะ อ.สบปราบ จ.ลำปาง 52170,อบต.แม่กัวะ,17.9614,99.3451,เทกอง,1600.0,Dumping
43,Lampang,ลำปาง,สถานที่กำจัดขยะมูลฝอย ทต.แม่ปุ หมู่2,บ้านแม่ปุ ม.2  ต.แม่ปุ อ.แม่พริก จ.ลำปาง 52180,ทต.แม่ปุ ,17.5409,99.1426,เทกอง,128000.0,Dumping
44,Lampang,ลำปาง,สถานที่กำจัดขยะมูลฝอย อบจ.ลำปาง,ต.ต้นธงชัย อ.เมืองลำปาง จ.ลำปาง 52000,บริษัท วีพีเอ็น คอลเล็คชั่น จำกัด,18.3635,99.4842,เทกอง,497600.0,Dumping
45,Lampang,ลำปาง,สถานที่กำจัดขยะมูลฝอย ทต.เถินบุรี หมู่3,บ้านท่าใหม่ ม.3  ต.เถินบุรี อ.เถิน จ.ลำปาง 52160,ทต.เถินบุรี,17.5900,99.1666,เทกอง,1600.0,Dumping
46,Lampang,ลำปาง,สถานที่กำจัดขยะมูลฝอย ทต.เถินบุรี หมู่4,บ้านท่าหลวง ม.4  ต.เถินบุรี อ.เถิน จ.ลำปาง 52160,ทต.เถินบุรี,17.5629,99.1757,เทกอง,1600.0,Dumping
47,Lampang,ลำปาง,สถานที่กำจัดขยะมูลฝอย อบต.นาโป่ง หมู่3,บ้านปากกอง ม.3  ต.นาโป่ง อ.เถิน จ.ลำปาง 52160,อบต.นาโป่ง,17.6463,99.1354,เทกอง,1600.0,Dumping
48,Lampang,ลำปาง,สถานที่กำจัดขยะมูลฝอย อบต.นาโป่ง หมู่6,บ้านนาโป่ง ม.6  ต.นาโป่ง อ.เถิน จ.ลำปาง 52160,อบต.นาโป่ง,17.6025,99.1377,เทกอง,1600.0,Dumping
49,Lampang,ลำปาง,สถานที่กำจัดขยะมูลฝอย อบต.นาโป่ง หมู่10,บ้านนาเบี้ยหลวง ม.10  ต.นาโป่ง อ.เถิน จ.ลำปาง 52160,อบต.นาโป่ง,17.5796,99.1231,เทกอง,1600.0,Dumping
50,Lampang,ลำปาง,สถานที่กำจัดขยะมูลฝอย อบต.นาโป่ง หมู่11,บ้านห้วยโจ้ ม.11  ต.นาโป่ง อ.เถิน จ.ลำปาง 52160,อบต.นาโป่ง,17.6801,99.1619,เทกอง,1600.0,Dumping
51,Lampang,ลำปาง,สถานที่กำจัดขยะมูลฝอย อบต.แม่ปะ หมู่6,บ้านหัวทุ่ง  ม.6  ต.แม่ปะ อ.เถิน จ.ลำปาง 52160,อบต.แม่ปะ,17.6457,99.2839,เทกอง,800.0,Dumping
52,Lampang,ลำปาง,สถานที่กำจัดขยะมูลฝอย อบต.แม่ปะ หมู่8,บ้านสันทราย  ม.8  ต.แม่ปะ อ.เถิน จ.ลำปาง 52160,อบต.แม่ปะ,17.6490,99.2703,เทกอง,800.0,Dumping
53,Lampang,ลำปาง,สถานที่กำจัดขยะมูลฝอย อบต.แม่ปะ หมู่9,บ้านท่าอุดม ม.9  ต.แม่ปะ อ.เถิน จ.ลำปาง 52160,อบต.แม่ปะ,17.6731,99.3138,เทกอง,800.0,Dumping
54,Lampang,ลำปาง,สถานที่กำจัดขยะมูลฝอย ทต.เสริมซ้าย หมู่10,ม.10  ต.เสริมซ้าย อ.เสริมงาม จ.ลำปาง 52210,ทต.เสริมซ้าย,17.9757,99.1746,เทกอง,1600.0,Dumping
55,Lampang,ลำปาง,สถานที่กำจัดขยะมูลฝอย อบต.แม่วะ หมู่3,บ้านน้ำดิบ ม.3  ต.แม่วะ อ.เถิน จ.ลำปาง 52160,อบต.แม่วะ,17.4697,99.1861,เทกองควบคุมน้อยกว่า50ตัน,1600.0,Dumping
56,Lampang,ลำปาง,สถานที่กำจัดขยะมูลฝอย อบต.แม่วะ หมู่4,บ้านแม่วะแล้ง  ม.4  ต.แม่วะ อ.เถิน จ.ลำปาง 52160,อบต.แม่วะ,17.5157,99.2097,เทกอง,11600.0,Dumping
57,Lampang,ลำปาง,สถานที่กำจัดขยะมูลฝอย อบต.แม่วะ หมู่5,บ้านเด่นชัย  ม.5  ต.แม่วะ อ.เถิน จ.ลำปาง 52160,อบต.แม่วะ,17.5249,99.2069,เทกอง,3600.0,Dumping
58,Lampang,ลำปาง,สถานที่กำจัดขยะมูลฝอย อบต.แม่วะ หมู่6,บ้านศรีบุญเรือง  ม.6  ต.แม่วะ อ.เถิน จ.ลำปาง 52160,อบต.แม่วะ,17.5040,99.1786,เทกอง,2400.0,Dumping
59,Lampang,ลำปาง,สถานที่กำจัดขยะมูลฝอย อบต.แม่วะ หมู่8,บ้านแม่วะหลวง ม.8  ต.แม่วะ อ.เถิน จ.ลำปาง 52160,อบต.แม่วะ,17.4711,99.218,เทกอง,4752.0,Dumping
60,Lampang,ลำปาง,สถานที่กำจัดขยะมูลฝอย อบต.แม่วะ หมู่7,บ้านผดุงราษฎร์รังสรรค์ ม.7  ต.แม่วะ อ.เถิน จ.ลำปาง 52160,อบต.แม่วะ,17.4958,99.2007,เทกอง,2400.0,Dumping
61,Lampang,ลำปาง,สถานที่กำจัดขยะมูลฝอย ทต.แม่พริก หมู่ 2,บ้านท่าด่าน ม.2  ต.แม่พริก อ.แม่พริก จ.ลำปาง 52180,ทต.แม่พริก,17.4567,99.1218,เทกอง,3200.0,Dumping
62,Lampang,ลำปาง,สถานที่กำจัดขยะมูลฝอย อบต.นายาง หมู่2,บ้านดง  ม.2  ต.นายาง อ.สบปราบ จ.ลำปาง 52170,อบต.นายาง,17.8615,99.2904,เทกอง,1600.0,Dumping
63,Lampang,ลำปาง,สถานที่กำจัดขยะมูลฝอย อบต.นายาง หมู่5,บ้านนายาง  ม.5  ต.นายาง อ.สบปราบ จ.ลำปาง 52170,อบต.นายาง,17.9143,99.3117,เทกอง,1600.0,Dumping
64,Lampang,ลำปาง,สถานที่กำจัดขยะมูลฝอย อบต.แม่กัวะ หมู่7,บ้านแม่กัวะพัฒนา ม.7  ต.แม่กัวะ อ.สบปราบ จ.ลำปาง 52170,อบต.แม่กัวะ,17.9516,99.3829,เทกอง,4800.0,Dumping
65,Lampang,ลำปาง,สถานที่กำจัดขยะมูลฝอย อบต.สมัย หมู่5,ม.5  ต. อ.ห้างฉัตร จ.ลำปาง 52190,อบต.สมัย,17.9200,99.4192,เทกอง,8000.0,Dumping
66,Lampang,ลำปาง,สถานที่กำจัดขยะมูลฝอย อบต.สมัย หมู่8,บ้านไผ่พัฒนา  ม.8  ต. อ.ห้างฉัตร จ.ลำปาง 52190,อบต.สมัย,17.8576,99.393,เทกอง,4800.0,Dumping
67,Lampang,ลำปาง,สถานที่กำจัดขยะมูลฝอย อบต.สมัย หมู่12,บ้านน้ำหลงสันติสุข  ม.12  ต. อ.ห้างฉัตร จ.ลำปาง 52190,อบต.สมัย,17.9136,99.3857,เทกอง,8000.0,Dumping
68,Lampang,ลำปาง,สถานที่กำจัดขยะมูลฝอย อบต.แม่ถอด หมู่1,ม.1  ต.แม่ถอด อ.เถิน จ.ลำปาง 52160,อบต.แม่ถอด ,17.8035,99.2613,เทกอง,4800.0,Dumping
69,Lampang,ลำปาง,สถานที่กำจัดขยะมูลฝอย อบต.แม่ถอด หมู่3,บ้านแม่เติน  ม.3  ต.แม่ถอด อ.เถิน จ.ลำปาง 52160,อบต.แม่ถอด ,17.6939,99.1709,เทกอง,480.0,Dumping
70,Lampang,ลำปาง,สถานที่กำจัดขยะมูลฝอย อบต.แม่ถอด หมู่4,บ้านแม่แก่ง  ม.4  ต.แม่ถอด อ.เถิน จ.ลำปาง 52160,อบต.แม่ถอด ,17.6900,99.1715,เทกอง,1600.0,Dumping
71,Lampang,ลำปาง,สถานที่กำจัดขยะมูลฝอย อบต.แม่ถอด หมู่5,บ้านนาบ้านไร่  ม.5  ต.แม่ถอด อ.เถิน จ.ลำปาง 52160,อบต.แม่ถอด ,17.7016,99.2147,เทกอง,320.0,Dumping
72,Lampang,ลำปาง,สถานที่กำจัดขยะมูลฝอย อบต.แม่ถอด หมู่7,บ้านดงชัย ม.7  ต.แม่ถอด อ.เถิน จ.ลำปาง 52160,อบต.แม่ถอด ,17.6718,99.1804,เทกอง,480.0,Dumping
73,Lampang,ลำปาง,สถานที่กำจัดขยะมูลฝอย อบต.แม่ถอด หมู่8,บ้านแม่เตี๊ยะนอก  ม.8  ต.แม่ถอด อ.เถิน จ.ลำปาง 52160,อบต.แม่ถอด ,17.7920,99.2232,เทกอง,480.0,Dumping
74,Lampang,ลำปาง,สถานที่กำจัดขยะมูลฝอย อบต.แม่ถอด หมู่10,บ้านแม่ถอดใต้ ม.10  ต.แม่ถอด อ.เถิน จ.ลำปาง 52160,อบต.แม่ถอด ,17.7478,99.2232,เทกอง,480.0,Dumping
75,Lampang,ลำปาง,สถานที่กำจัดขยะมูลฝอย อบต.บ้านแหง,ม.3  ต.บ้านแหง อ.งาว จ.ลำปาง 52110,อบต.บ้านแหง,18.7651,100.054,เทกอง,32000.0,Dumping
76,Lampang,ลำปาง,สถานที่กำจัดขยะมูลฝอย ทต.แม่ปุ หมู่4,บ้านโป่งขาม ม.4  ต.แม่ปุ อ.แม่พริก จ.ลำปาง 52180,ทต.แม่ปุ ,17.5434,99.1359,เทกอง,48000.0,Dumping
77,Lampang,ลำปาง,สถานที่กำจัดขยะมูลฝอย อบต.สบปราบ หมู่9,บ้านทุ่งพัฒนา ม.9  ต.สบปราบ อ.สบปราบ จ.ลำปาง 52170,อบต.สบปราบ,17.8500,99.3608,เทกอง,4800.0,Dumping
78,Lampang,ลำปาง,สถานที่กำจัดขยะมูลฝอย อบต.สบปราบ หมู่4,บ้านแพะ ม.4  ต.สบปราบ อ.สบปราบ จ.ลำปาง 52170,อบต.สบปราบ,17.8566,99.3441,เทกอง,3200.0,Dumping
79,Lampang,ลำปาง,สถานที่กำจัดขยะมูลฝอย อบต.สบปราบ หมู่6,บ้านวัฒนา ม.6  ต.สบปราบ อ.สบปราบ จ.ลำปาง 52170,อบต.สบปราบ,17.8159,99.2803,เทกอง,4800.0,Dumping
80,Lampang,ลำปาง,สถานที่กำจัดขยะมูลฝอย อบต.สบปราบ หมู่11,บ้านทุ่งเจริญ ม.11  ต.สบปราบ อ.สบปราบ จ.ลำปาง 52170,อบต.สบปราบ,17.8574,99.3644,เทกอง,4800.0,Dumping
81,Lampang,ลำปาง,สถานที่กำจัดขยะมูลฝอย อบต.วังทอง หมู่6,บ้านสารภี  ม.6  ต.วังทอง อ.วังเหนือ จ.ลำปาง 52140,อบต.วังทอง,19.0864,99.6914,เทกอง,1600.0,Dumping
82,Lampang,ลำปาง,สถานที่กำจัดขยะมูลฝอย อบต.นายาง หมู่1,ม.1  ต.นายาง อ.สบปราบ จ.ลำปาง 52170,อบต.นายาง ,17.8790,99.3014,เทกอง,1600.0,Dumping
83,Lampang,ลำปาง,สถานที่กำจัดขยะมูลฝอย ทต.เถินบุรี หมู่1,บ้านน้ำโท้ง ม.1  ต.เถินบุรี อ.เถิน จ.ลำปาง 52160,ทต.เถินบุรี,17.6194,99.1854,เทกอง,4800.0,Dumping
84,Lampang,ลำปาง,สถานที่กำจัดขยะมูลฝอย ทต.เมืองปาน  หมู่ 6 บ้านดอนชัย, ม.6  ต.เมืองปาน อ.เมืองปาน จ.ลำปาง 52240,ทต.เมืองปาน,18.8196,99.4679,เทกอง,1600.0,Dumping
85,Phayao,พะเยา,สถานที่กำจัดขยะมูลฝอย ทต.แม่กา,บ้านแม่กาห้วยเคียน  ม.2  ต.แม่กา อ.เมือง จ.พะเยา ,ทต.แม่กา,19.0437,99.9097,เทกอง,48000.0,Dumping
86,Phayao,พะเยา,สถานที่กำจัดขยะมูลฝอย ทต.ท่าวังทอง,ม.11  ต.ท่าวังทอง อ.เมือง จ.พะเยา ,นายอนันต์  ประกอบผล,19.2291,99.9243,เทกอง,8000.0,Dumping
87,Phayao,พะเยา,สถานที่กำจัดขยะมูลฝอย ทต.แม่ปืม,ม.12  ต.แม่ปืม อ.เมือง จ.พะเยา ,นายจิงประเสริฐ  ยารังสี,19.2894,99.8998,เทกอง,3200.0,Dumping
88,Phayao,พะเยา,สถานที่กำจัดขยะมูลฝอย ทม.ดอกคำใต้,ม.2  ต.บ้านบุญเกิด อ.ดอกคำใต้ จ.พะเยา 56120,นายบุญศรี ปัญญา,19.1237,99.9909,เทกอง,41600.0,Dumping
89,Phayao,พะเยา,สถานที่กำจัดขยะมูลฝอย ทต.บ้านถ้ำ,ม.2  ต.บ้านถ้ำ อ.ดอกคำใต้ จ.พะเยา 56120,ทต.บ้านถ้ำ,19.1254,100.0707,เทกอง,11200.0,Dumping
90,Phayao,พะเยา,สถานที่กำจัดขยะมูลฝอย ทต.หนองหล่ม หมู่5,บ้านสันม่วง  ม.5 ถ.ดอกคำใต้เชียงม่วน ต.หนองหล่ม อ.ดอกคำใต้ จ.พะเยา 56120,ทต.หนองหล่ม,18.9496,100.0695,เทกอง,22400.0,Dumping
91,Phayao,พะเยา,สถานที่กำจัดขยะมูลฝอย อบต.บ้านปิน หมู่7,ม.7  ต.บ้านปิน อ.ดอกคำใต้ จ.พะเยา 56120,อบต.บ้านปิน ,19.0317,100.0353,เทกอง,4800.0,Dumping
92,Phayao,พะเยา,สถานที่กำจัดขยะมูลฝอย อบต.คือเวียง,ม.6  ต.คือเวียง อ.ดอกคำใต้ จ.พะเยา 56120,อบต.คือเวียง,19.0654,100.018,เทกองควบคุมน้อยกว่า50ตัน,6360.0,Dumping
93,Phayao,พะเยา,สถานที่กำจัดขยะมูลฝอย อบต.เจดีย์คำ,บ้านบุญชัย  ม.12  ต.เจดีย์คำ อ.เชียงคำ จ.พะเยา 56110,อบต.เจดีย์คำ,19.5392,100.3428,เทกอง,12800.0,Dumping
94,Phayao,พะเยา,สถานที่กำจัดขยะมูลฝอย อบต.เชียงบาน,ม.3  ต.เชียงบาน อ.เชียงคำ จ.พะเยา 56110,อบต.เชียงบาน,19.5164,100.2478,เทกองควบคุมน้อยกว่า50ตัน,3920.0,Dumping
95,Phayao,พะเยา,สถานที่กำจัดขยะมูลฝอย อบต.ร่มเย็น หมู่7,บ้านใหม่ร่มเย็น  ม.7  ต.ร่มเย็น อ.เชียงคำ จ.พะเยา 56110,อบต.ร่มเย็น,19.5401,100.3644,เทกองควบคุมน้อยกว่า50ตัน,20800.0,Dumping
96,Phayao,พะเยา,สถานที่กำจัดขยะมูลฝอย ทต.เชียงม่วน หมู่6,บ้านหล่ายทุ่ง  ม.6  ต.เชียงม่วน อ.เชียงม่วน จ.พะเยา 56160,ทต.เชียงม่วน,18.9008,100.2876,เทกอง,24000.0,Dumping
97,Phayao,พะเยา,สถานที่กำจัดขยะมูลฝอย ทต.ห้วยข้าวก่ำ,ม.9  ต.ห้วยข้าวก่ำ อ.จุน จ.พะเยา 56150,ทต.ห้วยข้าวก่ำ,19.3563,100.1035,เทกอง,24000.0,Dumping
98,Phayao,พะเยา,สถานที่กำจัดขยะมูลฝอย ทต.เวียงลอ,บ้านจุนใหม่  ม.10  ต.ลอ อ.จุน จ.พะเยา 56150,ทต.เวียงลอ,19.4399,100.1136,เทกอง,1280.0,Dumping
99,Phayao,พะเยา,สถานที่กำจัดขยะมูลฝอย ทต.หงส์หิน หมู่11, ม.11  ต.หงส์หิน อ.จุน จ.พะเยา 56150,ทต.หงส์หิน ,19.5047,100.0921,เทกอง,4000.0,Dumping
100,Phayao,พะเยา,สถานที่กำจัดขยะมูลฝอย อบต.พระธาตุขิงแกง หมู่1,บ้านแม่วังช้าง  ม.1 ถ.จุนปง ต.พระธาตุขิงแกง อ.จุน จ.พะเยา 56150,อบต.พระธาตุขิงแกง ,19.2725,100.2448,เทกอง,1600.0,Dumping
101,Phayao,พะเยา,สถานที่กำจัดขยะมูลฝอย อบต.ห้วยยางขาม หมู่2,ม.2  ต.ห้วยยางขาม อ.จุน จ.พะเยา 56150,อบต.ห้วยยางขาม ,19.3933,100.1814,เทกอง,4800.0,Dumping
102,Phayao,พะเยา,สถานที่กำจัดขยะมูลฝอย ทต.งิม หมู่2,บ้านหนองบัว  ม.2  ต.งิม อ.ปง จ.พะเยา 56140,ทต.งิม,19.2820,100.3919,เทกอง,19200.0,Dumping
103,Phayao,พะเยา,สถานที่กำจัดขยะมูลฝอย ทต.ปง,ม.3  ต.ปง อ.ปง จ.พะเยา 56140,ทต.ปง,19.1586,100.2573,เทกอง,19200.0,Dumping
