YYMM,CC-CODE,CC-DESC,RCODE-CODE,RCODE-DESC,CCAATT-CODE,CCAATT-DESC,CCAATTMM-CODE,CCAATTMM-DESC,MALE,FEMALE,TOTAL,HOUSE
6012,10,กรุงเทพมหานคร,1046,คลองสามวา,0, ,0, ,"91,669","102,261","193,930","80,421"
6012,10,กรุงเทพมหานคร,1047,บางนา,0, ,0, ,"42,575","48,277","90,852","65,736"
6012,10,กรุงเทพมหานคร,1048,ทวีวัฒนา,0, ,0, ,"36,423","41,764","78,187","32,950"
6012,10,กรุงเทพมหานคร,1049,ทุ่งครุ,0, ,0, ,"57,315","64,518","121,833","51,053"
6012,10,กรุงเทพมหานคร,1050,บางบอน,0, ,0, ,"51,209","55,909","107,118","49,832"
6112,10,กรุงเทพมหานคร,1001,พระนคร,0, ,0, ,"24,418","25,964","50,382","19,101"
6112,10,กรุงเทพมหานคร,1002,ดุสิต,0, ,0, ,"51,510","43,344","94,854","31,294"
6112,10,กรุงเทพมหานคร,1003,หนองจอก,0, ,0, ,"84,325","88,665","172,990","63,210"
6112,10,กรุงเทพมหานคร,1004,บางรัก,0, ,0, ,"22,864","25,343","48,207","32,045"
6112,10,กรุงเทพมหานคร,1005,บางเขน,0, ,0, ,"91,384","99,939","191,323","109,112"
6112,10,กรุงเทพมหานคร,1006,บางกะปิ,0, ,0, ,"66,880","79,961","146,841","104,234"
6112,10,กรุงเทพมหานคร,1007,ปทุมวัน,0, ,0, ,"22,128","26,254","48,382","30,793"
6112,10,กรุงเทพมหานคร,1008,ป้อมปราบศัตรูพ่าย,0, ,0, ,"22,212","23,489","45,701","19,655"
6112,10,กรุงเทพมหานคร,1009,พระโขนง,0, ,0, ,"40,555","48,682","89,237","54,409"
6112,10,กรุงเทพมหานคร,1010,มีนบุรี,0, ,0, ,"67,197","75,114","142,311","59,822"
6112,10,กรุงเทพมหานคร,1011,ลาดกระบัง,0, ,0, ,"83,714","91,948","175,662","93,589"
6112,10,กรุงเทพมหานคร,1012,ยานนาวา,0, ,0, ,"36,653","41,378","78,031","51,655"
6112,10,กรุงเทพมหานคร,1013,สัมพันธวงศ์,0, ,0, ,"11,467","12,188","23,655","13,206"
6112,10,กรุงเทพมหานคร,1014,พญาไท,0, ,0, ,"35,293","35,048","70,341","42,662"
6112,10,กรุงเทพมหานคร,1015,ธนบุรี,0, ,0, ,"50,709","57,045","107,754","56,237"
6112,10,กรุงเทพมหานคร,1016,บางกอกใหญ่,0, ,0, ,"32,024","35,187","67,211","30,866"
6112,10,กรุงเทพมหานคร,1017,ห้วยขวาง,0, ,0, ,"37,021","44,668","81,689","79,768"
6112,10,กรุงเทพมหานคร,1018,คลองสาน,0, ,0, ,"33,606","38,565","72,171","38,830"
6112,10,กรุงเทพมหานคร,1019,ตลิ่งชัน,0, ,0, ,"49,175","55,872","105,047","42,138"
6112,10,กรุงเทพมหานคร,1020,บางกอกน้อย,0, ,0, ,"52,939","57,478","110,417","49,111"
6112,10,กรุงเทพมหานคร,1021,บางขุนเทียน,0, ,0, ,"86,836","97,042","183,878","88,455"
6112,10,กรุงเทพมหานคร,1022,ภาษีเจริญ,0, ,0, ,"59,128","66,853","125,981","58,891"
6112,10,กรุงเทพมหานคร,1023,หนองแขม,0, ,0, ,"72,960","83,307","156,267","60,680"
6112,10,กรุงเทพมหานคร,1024,ราษฎร์บูรณะ,0, ,0, ,"39,138","42,668","81,806","37,036"
6112,10,กรุงเทพมหานคร,1025,บางพลัด,0, ,0, ,"41,984","49,294","91,278","53,656"
6112,10,กรุงเทพมหานคร,1026,ดินแดง,0, ,0, ,"55,957","64,804","120,761","61,149"
6112,10,กรุงเทพมหานคร,1027,บึงกุ่ม,0, ,0, ,"65,285","77,705","142,990","74,526"
6112,10,กรุงเทพมหานคร,1028,สาทร,0, ,0, ,"37,428","41,432","78,860","42,255"
6112,10,กรุงเทพมหานคร,1029,บางซื่อ,0, ,0, ,"58,805","66,494","125,299","69,594"
6112,10,กรุงเทพมหานคร,1030,จตุจักร,0, ,0, ,"72,703","83,220","155,923","113,553"
6112,10,กรุงเทพมหานคร,1031,บางคอแหลม,0, ,0, ,"42,014","46,274","88,288","39,353"
6112,10,กรุงเทพมหานคร,1032,ประเวศ,0, ,0, ,"83,840","94,450","178,290","87,588"
6112,10,กรุงเทพมหานคร,1033,คลองเตย,0, ,0, ,"48,410","53,133","101,543","72,180"
6112,10,กรุงเทพมหานคร,1034,สวนหลวง,0, ,0, ,"56,370","66,656","123,026","76,684"
6112,10,กรุงเทพมหานคร,1035,จอมทอง,0, ,0, ,"71,982","79,192","151,174","71,106"
6112,10,กรุงเทพมหานคร,1036,ดอนเมือง,0, ,0, ,"84,246","85,013","169,259","75,954"
6112,10,กรุงเทพมหานคร,1037,ราชเทวี,0, ,0, ,"34,496","37,456","71,952","49,014"
6112,10,กรุงเทพมหานคร,1038,ลาดพร้าว,0, ,0, ,"54,372","65,337","119,709","56,470"
6112,10,กรุงเทพมหานคร,1039,วัฒนา,0, ,0, ,"40,274","45,368","85,642","72,939"
6112,10,กรุงเทพมหานคร,1040,บางแค,0, ,0, ,"90,122","103,193","193,315","91,765"
6112,10,กรุงเทพมหานคร,1041,หลักสี่,0, ,0, ,"49,791","54,786","104,577","55,802"
6112,10,กรุงเทพมหานคร,1042,สายไหม,0, ,0, ,"96,106","108,426","204,532","100,196"
6112,10,กรุงเทพมหานคร,1043,คันนายาว,0, ,0, ,"45,500","51,687","97,187","44,234"
6112,10,กรุงเทพมหานคร,1044,สะพานสูง,0, ,0, ,"43,971","51,865","95,836","38,441"
6112,10,กรุงเทพมหานคร,1045,วังทองหลาง,0, ,0, ,"50,916","60,377","111,293","60,679"
6112,10,กรุงเทพมหานคร,1046,คลองสามวา,0, ,0, ,"93,614","104,405","198,019","82,412"
6112,10,กรุงเทพมหานคร,1047,บางนา,0, ,0, ,"42,160","47,988","90,148","67,609"
6112,10,กรุงเทพมหานคร,1048,ทวีวัฒนา,0, ,0, ,"36,420","41,974","78,394","33,370"
6112,10,กรุงเทพมหานคร,1049,ทุ่งครุ,0, ,0, ,"57,449","64,847","122,296","51,957"
6112,10,กรุงเทพมหานคร,1050,บางบอน,0, ,0, ,"51,102","55,817","106,919","50,239"
6212,10,กรุงเทพมหานคร,1001,พระนคร,0, ,0, ,"23,080","24,621","47,701","19,155"
6212,10,กรุงเทพมหานคร,1002,ดุสิต,0, ,0, ,"48,615","41,154","89,769","31,955"
6212,10,กรุงเทพมหานคร,1003,หนองจอก,0, ,0, ,"85,682","90,340","176,022","65,048"
6212,10,กรุงเทพมหานคร,1004,บางรัก,0, ,0, ,"22,834","25,393","48,227","32,347"
6212,10,กรุงเทพมหานคร,1005,บางเขน,0, ,0, ,"89,273","99,727","189,000","112,614"
6212,10,กรุงเทพมหานคร,1006,บางกะปิ,0, ,0, ,"66,559","79,549","146,108","104,926"
6212,10,กรุงเทพมหานคร,1007,ปทุมวัน,0, ,0, ,"21,754","25,331","47,085","33,103"
6212,10,กรุงเทพมหานคร,1008,ป้อมปราบศัตรูพ่าย,0, ,0, ,"21,236","22,249","43,485","19,606"
6212,10,กรุงเทพมหานคร,1009,พระโขนง,0, ,0, ,"40,291","48,707","88,998","58,445"
6212,10,กรุงเทพมหานคร,1010,มีนบุรี,0, ,0, ,"67,340","75,246","142,586","61,051"
6212,10,กรุงเทพมหานคร,1011,ลาดกระบัง,0, ,0, ,"84,644","93,125","177,769","96,468"
6212,10,กรุงเทพมหานคร,1012,ยานนาวา,0, ,0, ,"36,366","41,448","77,814","52,403"
6212,10,กรุงเทพมหานคร,1013,สัมพันธวงศ์,0, ,0, ,"10,977","11,486","22,463","13,195"
6212,10,กรุงเทพมหานคร,1014,พญาไท,0, ,0, ,"34,385","34,997","69,382","44,425"
6212,10,กรุงเทพมหานคร,1015,ธนบุรี,0, ,0, ,"49,758","56,291","106,049","57,091"
6212,10,กรุงเทพมหานคร,1016,บางกอกใหญ่,0, ,0, ,"31,266","34,886","66,152","31,671"
6212,10,กรุงเทพมหานคร,1017,ห้วยขวาง,0, ,0, ,"37,909","46,431","84,340","81,877"
6212,10,กรุงเทพมหานคร,1018,คลองสาน,0, ,0, ,"33,071","38,126","71,197","39,366"
6212,10,กรุงเทพมหานคร,1019,ตลิ่งชัน,0, ,0, ,"49,052","55,727","104,779","42,532"
6212,10,กรุงเทพมหานคร,1020,บางกอกน้อย,0, ,0, ,"51,407","56,325","107,732","49,559"
6212,10,กรุงเทพมหานคร,1021,บางขุนเทียน,0, ,0, ,"87,656","98,168","185,824","90,017"
6212,10,กรุงเทพมหานคร,1022,ภาษีเจริญ,0, ,0, ,"59,046","67,114","126,160","59,970"
6212,10,กรุงเทพมหานคร,1023,หนองแขม,0, ,0, ,"72,977","83,377","156,354","61,882"
6212,10,กรุงเทพมหานคร,1024,ราษฎร์บูรณะ,0, ,0, ,"38,450","42,059","80,509","37,409"
6212,10,กรุงเทพมหานคร,1025,บางพลัด,0, ,0, ,"41,565","49,304","90,869","55,029"
6212,10,กรุงเทพมหานคร,1026,ดินแดง,0, ,0, ,"55,081","64,069","119,150","61,210"
6212,10,กรุงเทพมหานคร,1027,บึงกุ่ม,0, ,0, ,"64,912","77,325","142,237","75,351"
6212,10,กรุงเทพมหานคร,1028,สาทร,0, ,0, ,"36,848","40,925","77,773","43,431"
6212,10,กรุงเทพมหานคร,1029,บางซื่อ,0, ,0, ,"59,086","67,224","126,310","75,635"
6212,10,กรุงเทพมหานคร,1030,จตุจักร,0, ,0, ,"72,604","84,001","156,605","121,352"
6212,10,กรุงเทพมหานคร,1031,บางคอแหลม,0, ,0, ,"41,260","45,638","86,898","39,544"
6212,10,กรุงเทพมหานคร,1032,ประเวศ,0, ,0, ,"84,916","95,853","180,769","89,608"
6212,10,กรุงเทพมหานคร,1033,คลองเตย,0, ,0, ,"48,157","53,087","101,244","74,741"
6212,10,กรุงเทพมหานคร,1034,สวนหลวง,0, ,0, ,"56,807","67,241","124,048","78,435"
6212,10,กรุงเทพมหานคร,1035,จอมทอง,0, ,0, ,"71,278","78,830","150,108","72,472"
6212,10,กรุงเทพมหานคร,1036,ดอนเมือง,0, ,0, ,"84,738","85,283","170,021","77,220"
6212,10,กรุงเทพมหานคร,1037,ราชเทวี,0, ,0, ,"34,795","37,773","72,568","52,041"
6212,10,กรุงเทพมหานคร,1038,ลาดพร้าว,0, ,0, ,"53,888","64,686","118,574","57,720"
6212,10,กรุงเทพมหานคร,1039,วัฒนา,0, ,0, ,"40,928","46,297","87,225","78,258"
6212,10,กรุงเทพมหานคร,1040,บางแค,0, ,0, ,"90,085","103,406","193,491","92,959"
6212,10,กรุงเทพมหานคร,1041,หลักสี่,0, ,0, ,"49,789","54,496","104,285","57,383"
6212,10,กรุงเทพมหานคร,1042,สายไหม,0, ,0, ,"96,951","109,327","206,278","102,868"
6212,10,กรุงเทพมหานคร,1043,คันนายาว,0, ,0, ,"45,351","51,744","97,095","44,685"
6212,10,กรุงเทพมหานคร,1044,สะพานสูง,0, ,0, ,"44,083","51,976","96,059","40,482"
6212,10,กรุงเทพมหานคร,1045,วังทองหลาง,0, ,0, ,"50,150","59,503","109,653","61,277"
6212,10,กรุงเทพมหานคร,1046,คลองสามวา,0, ,0, ,"95,486","106,608","202,094","84,728"
6212,10,กรุงเทพมหานคร,1047,บางนา,0, ,0, ,"42,021","48,104","90,125","70,410"
6212,10,กรุงเทพมหานคร,1048,ทวีวัฒนา,0, ,0, ,"36,489","42,059","78,548","33,895"
6212,10,กรุงเทพมหานคร,1049,ทุ่งครุ,0, ,0, ,"57,792","65,256","123,048","53,735"
6212,10,กรุงเทพมหานคร,1050,บางบอน,0, ,0, ,"50,628","55,056","105,684","50,531"
6312,10,กรุงเทพมหานคร,1001,พระนคร,0, ,0, ,"21,675","23,248","44,923","19,137"
6312,10,กรุงเทพมหานคร,1002,ดุสิต,0, ,0, ,"45,038","38,859","83,897","31,653"
6312,10,กรุงเทพมหานคร,1003,หนองจอก,0, ,0, ,"86,564","91,415","177,979","66,754"
6312,10,กรุงเทพมหานคร,1004,บางรัก,0, ,0, ,"21,527","24,230","45,757","32,371"
6312,10,กรุงเทพมหานคร,1005,บางเขน,0, ,0, ,"87,998","99,379","187,377","114,661"
6312,10,กรุงเทพมหานคร,1006,บางกะปิ,0, ,0, ,"65,832","78,900","144,732","107,103"
6312,10,กรุงเทพมหานคร,1007,ปทุมวัน,0, ,0, ,"20,310","23,028","43,338","32,590"
6312,10,กรุงเทพมหานคร,1008,ป้อมปราบศัตรูพ่าย,0, ,0, ,"20,197","21,327","41,524","19,627"
6312,10,กรุงเทพมหานคร,1009,พระโขนง,0, ,0, ,"39,613","48,243","87,856","60,007"
6312,10,กรุงเทพมหานคร,1010,มีนบุรี,0, ,0, ,"67,100","75,097","142,197","61,665"
6312,10,กรุงเทพมหานคร,1011,ลาดกระบัง,0, ,0, ,"85,131","93,840","178,971","98,260"
6312,10,กรุงเทพมหานคร,1012,ยานนาวา,0, ,0, ,"35,644","40,920","76,564","53,614"
6312,10,กรุงเทพมหานคร,1013,สัมพันธวงศ์,0, ,0, ,"10,367","10,957","21,324","13,197"
6312,10,กรุงเทพมหานคร,1014,พญาไท,0, ,0, ,"33,116","34,272","67,388","44,727"
6312,10,กรุงเทพมหานคร,1015,ธนบุรี,0, ,0, ,"48,394","54,983","103,377","57,707"
6312,10,กรุงเทพมหานคร,1016,บางกอกใหญ่,0, ,0, ,"29,987","33,874","63,861","32,258"
6312,10,กรุงเทพมหานคร,1017,ห้วยขวาง,0, ,0, ,"37,714","46,519","84,233","85,046"
6312,10,กรุงเทพมหานคร,1018,คลองสาน,0, ,0, ,"31,969","37,170","69,139","39,924"
6312,10,กรุงเทพมหานคร,1019,ตลิ่งชัน,0, ,0, ,"48,391","55,226","103,617","42,898"
6312,10,กรุงเทพมหานคร,1020,บางกอกน้อย,0, ,0, ,"49,100","54,691","103,791","50,652"
6312,10,กรุงเทพมหานคร,1021,บางขุนเทียน,0, ,0, ,"87,744","98,400","186,144","91,013"
6312,10,กรุงเทพมหานคร,1022,ภาษีเจริญ,0, ,0, ,"57,946","66,372","124,318","65,843"
6312,10,กรุงเทพมหานคร,1023,หนองแขม,0, ,0, ,"72,884","83,319","156,203","62,675"
6312,10,กรุงเทพมหานคร,1024,ราษฎร์บูรณะ,0, ,0, ,"37,487","41,200","78,687","37,664"
6312,10,กรุงเทพมหานคร,1025,บางพลัด,0, ,0, ,"40,709","48,708","89,417","55,838"
6312,10,กรุงเทพมหานคร,1026,ดินแดง,0, ,0, ,"53,188","62,320","115,508","63,821"
6312,10,กรุงเทพมหานคร,1027,บึงกุ่ม,0, ,0, ,"64,199","76,618","140,817","75,943"
6312,10,กรุงเทพมหานคร,1028,สาทร,0, ,0, ,"35,828","39,907","75,735","43,459"
6312,10,กรุงเทพมหานคร,1029,บางซื่อ,0, ,0, ,"56,939","65,471","122,410","76,116"
6312,10,กรุงเทพมหานคร,1030,จตุจักร,0, ,0, ,"71,794","83,503","155,297","126,570"
6312,10,กรุงเทพมหานคร,1031,บางคอแหลม,0, ,0, ,"39,084","43,649","82,733","39,812"
6312,10,กรุงเทพมหานคร,1032,ประเวศ,0, ,0, ,"85,343","96,478","181,821","92,009"
6312,10,กรุงเทพมหานคร,1033,คลองเตย,0, ,0, ,"44,156","49,037","93,193","77,502"
6312,10,กรุงเทพมหานคร,1034,สวนหลวง,0, ,0, ,"56,499","67,110","123,609","81,116"
6312,10,กรุงเทพมหานคร,1035,จอมทอง,0, ,0, ,"70,265","78,025","148,290","73,778"
6312,10,กรุงเทพมหานคร,1036,ดอนเมือง,0, ,0, ,"85,823","84,968","170,791","77,410"
6312,10,กรุงเทพมหานคร,1037,ราชเทวี,0, ,0, ,"33,137","36,127","69,264","52,494"
6312,10,กรุงเทพมหานคร,1038,ลาดพร้าว,0, ,0, ,"53,232","63,876","117,108","57,916"
6312,10,กรุงเทพมหานคร,1039,วัฒนา,0, ,0, ,"37,972","43,651","81,623","82,407"
6312,10,กรุงเทพมหานคร,1040,บางแค,0, ,0, ,"89,776","103,527","193,303","94,020"
6312,10,กรุงเทพมหานคร,1041,หลักสี่,0, ,0, ,"48,897","53,807","102,704","57,833"
6312,10,กรุงเทพมหานคร,1042,สายไหม,0, ,0, ,"97,252","110,020","207,272","106,139"
6312,10,กรุงเทพมหานคร,1043,คันนายาว,0, ,0, ,"44,940","51,390","96,330","45,864"
6312,10,กรุงเทพมหานคร,1044,สะพานสูง,0, ,0, ,"44,058","52,034","96,092","41,308"
6312,10,กรุงเทพมหานคร,1045,วังทองหลาง,0, ,0, ,"49,053","58,405","107,458","62,673"
6312,10,กรุงเทพมหานคร,1046,คลองสามวา,0, ,0, ,"96,669","108,231","204,900","86,477"
6312,10,กรุงเทพมหานคร,1047,บางนา,0, ,0, ,"40,980","47,555","88,535","72,092"
6312,10,กรุงเทพมหานคร,1048,ทวีวัฒนา,0, ,0, ,"36,493","42,256","78,749","34,420"
6312,10,กรุงเทพมหานคร,1049,ทุ่งครุ,0, ,0, ,"58,027","65,673","123,700","54,595"
6312,10,กรุงเทพมหานคร,1050,บางบอน,0, ,0, ,"49,897","54,469","104,366","50,825"
6412,10,กรุงเทพมหานคร,1001,พระนคร,0, ,0, ,"20,753","22,309","43,062","19,140"
6412,10,กรุงเทพมหานคร,1002,ดุสิต,0, ,0, ,"43,840","37,654","81,494","31,693"
6412,10,กรุงเทพมหานคร,1003,หนองจอก,0, ,0, ,"86,985","91,871","178,856","68,505"
6412,10,กรุงเทพมหานคร,1004,บางรัก,0, ,0, ,"21,172","23,843","45,015","32,664"
6412,10,กรุงเทพมหานคร,1005,บางเขน,0, ,0, ,"87,386","98,814","186,200","115,522"
6412,10,กรุงเทพมหานคร,1006,บางกะปิ,0, ,0, ,"64,756","77,818","142,574","109,419"
6412,10,กรุงเทพมหานคร,1007,ปทุมวัน,0, ,0, ,"19,596","22,167","41,763","32,328"
6412,10,กรุงเทพมหานคร,1008,ป้อมปราบศัตรูพ่าย,0, ,0, ,"19,672","20,746","40,418","19,609"
6412,10,กรุงเทพมหานคร,1009,พระโขนง,0, ,0, ,"39,143","47,875","87,018","61,515"
6412,10,กรุงเทพมหานคร,1010,มีนบุรี,0, ,0, ,"66,632","74,742","141,374","63,274"
6412,10,กรุงเทพมหานคร,1011,ลาดกระบัง,0, ,0, ,"84,621","93,803","178,424","100,871"
6412,10,กรุงเทพมหานคร,1012,ยานนาวา,0, ,0, ,"34,827","40,249","75,076","53,663"
6412,10,กรุงเทพมหานคร,1013,สัมพันธวงศ์,0, ,0, ,"10,065","10,712","20,777","13,177"
6412,10,กรุงเทพมหานคร,1014,พญาไท,0, ,0, ,"32,448","33,764","66,212","44,826"
6412,10,กรุงเทพมหานคร,1015,ธนบุรี,0, ,0, ,"47,330","53,887","101,217","61,449"
6412,10,กรุงเทพมหานคร,1016,บางกอกใหญ่,0, ,0, ,"29,283","33,367","62,650","32,521"
6412,10,กรุงเทพมหานคร,1017,ห้วยขวาง,0, ,0, ,"37,246","46,032","83,278","86,846"
6412,10,กรุงเทพมหานคร,1018,คลองสาน,0, ,0, ,"31,176","36,403","67,579","40,914"
6412,10,กรุงเทพมหานคร,1019,ตลิ่งชัน,0, ,0, ,"47,806","54,663","102,469","43,319"
6412,10,กรุงเทพมหานคร,1020,บางกอกน้อย,0, ,0, ,"47,817","53,694","101,511","51,364"
6412,10,กรุงเทพมหานคร,1021,บางขุนเทียน,0, ,0, ,"87,046","97,948","184,994","92,129"
6412,10,กรุงเทพมหานคร,1022,ภาษีเจริญ,0, ,0, ,"57,096","65,728","122,824","65,974"
6412,10,กรุงเทพมหานคร,1023,หนองแขม,0, ,0, ,"72,347","83,013","155,360","63,568"
6412,10,กรุงเทพมหานคร,1024,ราษฎร์บูรณะ,0, ,0, ,"36,852","40,657","77,509","38,059"
6412,10,กรุงเทพมหานคร,1025,บางพลัด,0, ,0, ,"40,151","48,139","88,290","57,812"
6412,10,กรุงเทพมหานคร,1026,ดินแดง,0, ,0, ,"51,754","61,060","112,814","63,891"
6412,10,กรุงเทพมหานคร,1027,บึงกุ่ม,0, ,0, ,"63,412","75,922","139,334","76,268"
6412,10,กรุงเทพมหานคร,1028,สาทร,0, ,0, ,"34,930","39,057","73,987","43,840"
6412,10,กรุงเทพมหานคร,1029,บางซื่อ,0, ,0, ,"55,921","64,797","120,718","76,659"
6412,10,กรุงเทพมหานคร,1030,จตุจักร,0, ,0, ,"71,058","83,088","154,146","129,790"
6412,10,กรุงเทพมหานคร,1031,บางคอแหลม,0, ,0, ,"38,217","42,761","80,978","40,393"
6412,10,กรุงเทพมหานคร,1032,ประเวศ,0, ,0, ,"85,211","96,421","181,632","93,842"
6412,10,กรุงเทพมหานคร,1033,คลองเตย,0, ,0, ,"43,403","48,233","91,636","78,678"
6412,10,กรุงเทพมหานคร,1034,สวนหลวง,0, ,0, ,"56,032","66,792","122,824","82,161"
6412,10,กรุงเทพมหานคร,1035,จอมทอง,0, ,0, ,"68,913","76,858","145,771","73,995"
6412,10,กรุงเทพมหานคร,1036,ดอนเมือง,0, ,0, ,"83,606","84,315","167,921","78,493"
6412,10,กรุงเทพมหานคร,1037,ราชเทวี,0, ,0, ,"32,260","35,475","67,735","54,612"
6412,10,กรุงเทพมหานคร,1038,ลาดพร้าว,0, ,0, ,"52,473","63,129","115,602","58,086"
6412,10,กรุงเทพมหานคร,1039,วัฒนา,0, ,0, ,"37,755","43,627","81,382","82,927"
6412,10,กรุงเทพมหานคร,1040,บางแค,0, ,0, ,"89,222","103,209","192,431","94,679"
6412,10,กรุงเทพมหานคร,1041,หลักสี่,0, ,0, ,"47,405","53,129","100,534","58,706"
6412,10,กรุงเทพมหานคร,1042,สายไหม,0, ,0, ,"96,935","109,896","206,831","106,948"
6412,10,กรุงเทพมหานคร,1043,คันนายาว,0, ,0, ,"44,604","51,032","95,636","46,218"
6412,10,กรุงเทพมหานคร,1044,สะพานสูง,0, ,0, ,"43,972","51,950","95,922","41,892"
6412,10,กรุงเทพมหานคร,1045,วังทองหลาง,0, ,0, ,"48,304","57,597","105,901","63,328"
6412,10,กรุงเทพมหานคร,1046,คลองสามวา,0, ,0, ,"97,295","109,142","206,437","88,145"
6412,10,กรุงเทพมหานคร,1047,บางนา,0, ,0, ,"40,379","46,674","87,053","72,310"
6412,10,กรุงเทพมหานคร,1048,ทวีวัฒนา,0, ,0, ,"36,457","42,341","78,798","34,905"
6412,10,กรุงเทพมหานคร,1049,ทุ่งครุ,0, ,0, ,"57,748","65,644","123,392","55,205"
6412,10,กรุงเทพมหานคร,1050,บางบอน,0, ,0, ,"48,980","53,655","102,635","51,099"
6512,10,กรุงเทพมหานคร,1001,พระนคร,0, ,0, ,"20,076","21,570","41,646","19,100"
6512,10,กรุงเทพมหานคร,1002,ดุสิต,0, ,0, ,"42,104","36,498","78,602","32,404"
6512,10,กรุงเทพมหานคร,1003,หนองจอก,0, ,0, ,"88,111","93,256","181,367","71,054"
6512,10,กรุงเทพมหานคร,1004,บางรัก,0, ,0, ,"20,616","23,298","43,914","35,399"
6512,10,กรุงเทพมหานคร,1005,บางเขน,0, ,0, ,"86,668","98,701","185,369","116,209"
6512,10,กรุงเทพมหานคร,1006,บางกะปิ,0, ,0, ,"64,164","77,325","141,489","112,795"
6512,10,กรุงเทพมหานคร,1007,ปทุมวัน,0, ,0, ,"19,195","21,649","40,844","32,169"
6512,10,กรุงเทพมหานคร,1008,ป้อมปราบศัตรูพ่าย,0, ,0, ,"19,194","20,116","39,310","19,608"
6512,10,กรุงเทพมหานคร,1009,พระโขนง,0, ,0, ,"38,717","47,573","86,290","62,527"
6512,10,กรุงเทพมหานคร,1010,มีนบุรี,0, ,0, ,"66,401","74,629","141,030","63,794"
6512,10,กรุงเทพมหานคร,1011,ลาดกระบัง,0, ,0, ,"84,335","94,015","178,350","102,711"
6512,10,กรุงเทพมหานคร,1012,ยานนาวา,0, ,0, ,"34,283","39,831","74,114","53,724"
6512,10,กรุงเทพมหานคร,1013,สัมพันธวงศ์,0, ,0, ,"9,784","10,384","20,168","13,179"
6512,10,กรุงเทพมหานคร,1014,พญาไท,0, ,0, ,"31,964","33,311","65,275","45,733"
6512,10,กรุงเทพมหานคร,1015,ธนบุรี,0, ,0, ,"46,455","53,136","99,591","61,415"
6512,10,กรุงเทพมหานคร,1016,บางกอกใหญ่,0, ,0, ,"28,734","32,845","61,579","32,974"
6512,10,กรุงเทพมหานคร,1017,ห้วยขวาง,0, ,0, ,"37,269","46,224","83,493","89,332"
6512,10,กรุงเทพมหานคร,1018,คลองสาน,0, ,0, ,"30,579","35,768","66,347","42,118"
6512,10,กรุงเทพมหานคร,1019,ตลิ่งชัน,0, ,0, ,"47,445","54,357","101,802","43,891"
6512,10,กรุงเทพมหานคร,1020,บางกอกน้อย,0, ,0, ,"46,725","53,004","99,729","52,288"
6512,10,กรุงเทพมหานคร,1021,บางขุนเทียน,0, ,0, ,"86,851","97,954","184,805","93,312"
6512,10,กรุงเทพมหานคร,1022,ภาษีเจริญ,0, ,0, ,"56,557","65,513","122,070","66,651"
6512,10,กรุงเทพมหานคร,1023,หนองแขม,0, ,0, ,"72,154","83,089","155,243","64,392"
6512,10,กรุงเทพมหานคร,1024,ราษฎร์บูรณะ,0, ,0, ,"36,403","40,187","76,590","38,263"
6512,10,กรุงเทพมหานคร,1025,บางพลัด,0, ,0, ,"39,666","47,809","87,475","59,492"
6512,10,กรุงเทพมหานคร,1026,ดินแดง,0, ,0, ,"50,866","60,186","111,052","64,140"
6512,10,กรุงเทพมหานคร,1027,บึงกุ่ม,0, ,0, ,"62,753","75,297","138,050","76,666"
6512,10,กรุงเทพมหานคร,1028,สาทร,0, ,0, ,"34,337","38,311","72,648","43,854"
6512,10,กรุงเทพมหานคร,1029,บางซื่อ,0, ,0, ,"55,183","64,248","119,431","77,645"
6512,10,กรุงเทพมหานคร,1030,จตุจักร,0, ,0, ,"70,682","83,110","153,792","133,963"
6512,10,กรุงเทพมหานคร,1031,บางคอแหลม,0, ,0, ,"37,207","41,888","79,095","40,806"
6512,10,กรุงเทพมหานคร,1032,ประเวศ,0, ,0, ,"85,675","97,309","182,984","95,188"
6512,10,กรุงเทพมหานคร,1033,คลองเตย,0, ,0, ,"42,733","47,713","90,446","79,410"
6512,10,กรุงเทพมหานคร,1034,สวนหลวง,0, ,0, ,"55,897","66,779","122,676","82,934"
6512,10,กรุงเทพมหานคร,1035,จอมทอง,0, ,0, ,"67,651","75,679","143,330","74,375"
6512,10,กรุงเทพมหานคร,1036,ดอนเมือง,0, ,0, ,"82,397","83,892","166,289","79,816"
6512,10,กรุงเทพมหานคร,1037,ราชเทวี,0, ,0, ,"31,461","34,818","66,279","57,243"
6512,10,กรุงเทพมหานคร,1038,ลาดพร้าว,0, ,0, ,"51,811","62,464","114,275","58,302"
6512,10,กรุงเทพมหานคร,1039,วัฒนา,0, ,0, ,"37,429","43,401","80,830","84,722"
6512,10,กรุงเทพมหานคร,1040,บางแค,0, ,0, ,"89,032","103,221","192,253","96,515"
6512,10,กรุงเทพมหานคร,1041,หลักสี่,0, ,0, ,"47,741","52,619","100,360","59,484"
6512,10,กรุงเทพมหานคร,1042,สายไหม,0, ,0, ,"97,699","111,229","208,928","109,011"
6512,10,กรุงเทพมหานคร,1043,คันนายาว,0, ,0, ,"44,461","51,062","95,523","46,722"
6512,10,กรุงเทพมหานคร,1044,สะพานสูง,0, ,0, ,"44,095","52,116","96,211","42,485"
6512,10,กรุงเทพมหานคร,1045,วังทองหลาง,0, ,0, ,"47,583","56,895","104,478","64,109"
6512,10,กรุงเทพมหานคร,1046,คลองสามวา,0, ,0, ,"98,320","110,800","209,120","90,104"
