Solid waste,Province,Unit Measure,TIME_PERIOD,OBS_VALUE
Generated solid waste,Khon Kaen,Tons per day,2560,1836.0
Generated solid waste,Khon Kaen,Tons per day,2561,1847.6
Generated solid waste,Khon Kaen,Tons per day,2562,1873.09
Generated solid waste,Khon Kaen,Tons per day,2563,1221.4
Generated solid waste,Khon Kaen,Tons per day,2564,1289.0
Generated solid waste,Khon Kaen,Tons per day,2565,1348.0
Generated solid waste,Udon Thani,Tons per day,2556,1624.0
Generated solid waste,Udon Thani,Tons per day,2557,1622.0
Generated solid waste,Udon Thani,Tons per day,2558,1672.0
Generated solid waste,Udon Thani,Tons per day,2559,1622.03
Generated solid waste,Udon Thani,Tons per day,2560,1601.0
Generated solid waste,Udon Thani,Tons per day,2561,1632.56
Generated solid waste,Udon Thani,Tons per day,2562,1634.28
Generated solid waste,Udon Thani,Tons per day,2563,1072.0
Generated solid waste,Udon Thani,Tons per day,2564,1127.0
Generated solid waste,Udon Thani,Tons per day,2565,1368.0
Generated solid waste,Prachuap Khiri Khan,Tons per day,2556,595.52
Generated solid waste,Prachuap Khiri Khan,Tons per day,2557,592.0
Generated solid waste,Prachuap Khiri Khan,Tons per day,2558,533.0
Generated solid waste,Prachuap Khiri Khan,Tons per day,2559,581.24
Generated solid waste,Prachuap Khiri Khan,Tons per day,2560,520.0
Generated solid waste,Prachuap Khiri Khan,Tons per day,2561,593.38
Generated solid waste,Prachuap Khiri Khan,Tons per day,2562,628.21
Generated solid waste,Prachuap Khiri Khan,Tons per day,2563,640.4
Generated solid waste,Prachuap Khiri Khan,Tons per day,2564,610.0
Generated solid waste,Prachuap Khiri Khan,Tons per day,2565,612.0
Generated solid waste,Nakhon Si Thammarat,Tons per day,2556,1042.01
Generated solid waste,Nakhon Si Thammarat,Tons per day,2557,1085.0
Generated solid waste,Nakhon Si Thammarat,Tons per day,2558,1097.0
Generated solid waste,Nakhon Si Thammarat,Tons per day,2559,1009.28
Generated solid waste,Nakhon Si Thammarat,Tons per day,2560,982.0
Generated solid waste,Nakhon Si Thammarat,Tons per day,2561,963.03
Generated solid waste,Nakhon Si Thammarat,Tons per day,2562,1617.04
Generated solid waste,Nakhon Si Thammarat,Tons per day,2563,1100.6
Generated solid waste,Nakhon Si Thammarat,Tons per day,2564,1150.0
Generated solid waste,Nakhon Si Thammarat,Tons per day,2565,1402.0
Properly disposed solid waste,Si Sa Ket,Tons per day,2556,107.06
Properly disposed solid waste,Si Sa Ket,Tons per day,2557,116.0
Properly disposed solid waste,Si Sa Ket,Tons per day,2558,86.0
Properly disposed solid waste,Si Sa Ket,Tons per day,2559,94.7
Properly disposed solid waste,Si Sa Ket,Tons per day,2560,122.0
Properly disposed solid waste,Si Sa Ket,Tons per day,2561,122.0
Properly disposed solid waste,Si Sa Ket,Tons per day,2562,155.0
Properly disposed solid waste,Si Sa Ket,Tons per day,2563,165.0
Properly disposed solid waste,Si Sa Ket,Tons per day,2564,135.0
Properly disposed solid waste,Si Sa Ket,Tons per day,2565,152.0
Properly disposed solid waste,Ubon Ratchathani,Tons per day,2556,408.41
Properly disposed solid waste,Ubon Ratchathani,Tons per day,2557,355.0
Properly disposed solid waste,Ubon Ratchathani,Tons per day,2558,326.0
Properly disposed solid waste,Ubon Ratchathani,Tons per day,2559,516.04
Properly disposed solid waste,Ubon Ratchathani,Tons per day,2560,872.73
Properly disposed solid waste,Ubon Ratchathani,Tons per day,2561,503.49
Properly disposed solid waste,Ubon Ratchathani,Tons per day,2562,338.79
Properly disposed solid waste,Ubon Ratchathani,Tons per day,2563,366.0
Properly disposed solid waste,Ubon Ratchathani,Tons per day,2564,420.0
Properly disposed solid waste,Ubon Ratchathani,Tons per day,2565,500.0
Properly disposed solid waste,Bueng Kan,Tons per day,2556,38.59
Properly disposed solid waste,Bueng Kan,Tons per day,2557,50.0
Properly disposed solid waste,Bueng Kan,Tons per day,2558,27.0
Properly disposed solid waste,Bueng Kan,Tons per day,2559,17.05
Properly disposed solid waste,Bueng Kan,Tons per day,2560,25.0
Properly disposed solid waste,Bueng Kan,Tons per day,2561,33.1
Properly disposed solid waste,Bueng Kan,Tons per day,2562,43.52
Properly disposed solid waste,Bueng Kan,Tons per day,2563,46.0
Properly disposed solid waste,Bueng Kan,Tons per day,2564,67.0
Properly disposed solid waste,Bueng Kan,Tons per day,2565,85.0
Properly disposed solid waste,Nong Bua Lam Phu,Tons per day,2556,42.49
Properly disposed solid waste,Nong Bua Lam Phu,Tons per day,2557,70.0
Properly disposed solid waste,Nong Bua Lam Phu,Tons per day,2558,39.0
Properly disposed solid waste,Nong Bua Lam Phu,Tons per day,2559,47.04
Properly disposed solid waste,Nong Bua Lam Phu,Tons per day,2560,63.0
Properly disposed solid waste,Nong Bua Lam Phu,Tons per day,2561,86.9
Properly disposed solid waste,Nong Bua Lam Phu,Tons per day,2562,73.51
Properly disposed solid waste,Nong Bua Lam Phu,Tons per day,2563,60.0
Properly disposed solid waste,Nong Bua Lam Phu,Tons per day,2564,60.0
Properly disposed solid waste,Nong Bua Lam Phu,Tons per day,2565,55.0
Properly disposed solid waste,Samut Songkhram,Tons per day,2556,4.6
Properly disposed solid waste,Samut Songkhram,Tons per day,2557,5.0
Properly disposed solid waste,Samut Songkhram,Tons per day,2558,0.0
Properly disposed solid waste,Samut Songkhram,Tons per day,2559,2.57
Properly disposed solid waste,Samut Songkhram,Tons per day,2560,87.0
Properly disposed solid waste,Samut Songkhram,Tons per day,2561,100.52
Properly disposed solid waste,Samut Songkhram,Tons per day,2562,123.12
Properly disposed solid waste,Samut Songkhram,Tons per day,2563,86.0
Properly disposed solid waste,Samut Songkhram,Tons per day,2564,100.0
Properly disposed solid waste,Samut Songkhram,Tons per day,2565,126.0
Properly disposed solid waste,Phetchaburi,Tons per day,2556,30.72
Properly disposed solid waste,Phetchaburi,Tons per day,2557,32.0
Properly disposed solid waste,Phetchaburi,Tons per day,2558,43.0
Properly disposed solid waste,Phetchaburi,Tons per day,2559,152.21
Properly disposed solid waste,Phetchaburi,Tons per day,2560,156.0
Properly disposed solid waste,Phetchaburi,Tons per day,2561,103.54
Properly disposed solid waste,Phetchaburi,Tons per day,2562,116.82
Properly disposed solid waste,Phetchaburi,Tons per day,2563,103.0
Properly disposed solid waste,Phetchaburi,Tons per day,2564,186.0
Properly disposed solid waste,Phetchaburi,Tons per day,2565,220.0
Accumulated solid waste,Pathum Thani,Tonnes,2556,121893.0
Accumulated solid waste,Pathum Thani,Tonnes,2557,167008.5
Accumulated solid waste,Pathum Thani,Tonnes,2558,116296.0
Accumulated solid waste,Pathum Thani,Tonnes,2559,82912.0
Accumulated solid waste,Pathum Thani,Tonnes,2560,65669.0
Accumulated solid waste,Pathum Thani,Tonnes,2561,38272.0
Accumulated solid waste,Pathum Thani,Tonnes,2562,22962.0
Accumulated solid waste,Pathum Thani,Tonnes,2563,31570.0
Accumulated solid waste,Pathum Thani,Tonnes,2564,126630.0
Accumulated solid waste,Pathum Thani,Tonnes,2565,131760.0
Accumulated solid waste,Trat,Tonnes,2556,20895.0
Accumulated solid waste,Trat,Tonnes,2557,19455.0
Accumulated solid waste,Trat,Tonnes,2558,80247.0
Accumulated solid waste,Trat,Tonnes,2559,86305.0
Accumulated solid waste,Trat,Tonnes,2560,76036.0
Accumulated solid waste,Trat,Tonnes,2561,27644.76
Accumulated solid waste,Trat,Tonnes,2562,10075.04
Accumulated solid waste,Trat,Tonnes,2563,14095.0
Accumulated solid waste,Trat,Tonnes,2564,15804.0
Accumulated solid waste,Trat,Tonnes,2565,36500.0
Accumulated solid waste,Surin,Tonnes,2556,72451.83
Accumulated solid waste,Surin,Tonnes,2557,50219.46
Accumulated solid waste,Surin,Tonnes,2558,10805.3
Accumulated solid waste,Surin,Tonnes,2559,2754.0
Accumulated solid waste,Surin,Tonnes,2560,3923.0
Accumulated solid waste,Surin,Tonnes,2561,4209.45
Accumulated solid waste,Surin,Tonnes,2562,0.0
Accumulated solid waste,Surin,Tonnes,2563,2777.0
Accumulated solid waste,Surin,Tonnes,2564,1737.0
Accumulated solid waste,Surin,Tonnes,2565,940.0
Accumulated solid waste,Loei,Tonnes,2556,10500.28
Accumulated solid waste,Loei,Tonnes,2557,11909.75
Accumulated solid waste,Loei,Tonnes,2558,5444.25
Accumulated solid waste,Loei,Tonnes,2559,56836.0
Accumulated solid waste,Loei,Tonnes,2560,80335.0
Accumulated solid waste,Loei,Tonnes,2561,91744.17
Accumulated solid waste,Loei,Tonnes,2562,152294.85
Accumulated solid waste,Loei,Tonnes,2563,208773.0
Accumulated solid waste,Loei,Tonnes,2564,209913.0
Accumulated solid waste,Loei,Tonnes,2565,259960.0
Accumulated solid waste,Lampang,Tonnes,2556,395577.6
Accumulated solid waste,Lampang,Tonnes,2557,70206.0
Accumulated solid waste,Lampang,Tonnes,2558,70206.0
Accumulated solid waste,Lampang,Tonnes,2559,43317.0
Accumulated solid waste,Lampang,Tonnes,2560,12123.0
Accumulated solid waste,Lampang,Tonnes,2561,6642.07
Accumulated solid waste,Lampang,Tonnes,2562,0.0
Accumulated solid waste,Lampang,Tonnes,2563,1326.0
Accumulated solid waste,Lampang,Tonnes,2564,11128.0
Accumulated solid waste,Lampang,Tonnes,2565,0.0
Accumulated solid waste,Tak,Tonnes,2556,93560.7
Accumulated solid waste,Tak,Tonnes,2557,126195.75
Accumulated solid waste,Tak,Tonnes,2558,126195.75
Accumulated solid waste,Tak,Tonnes,2559,79592.0
Accumulated solid waste,Tak,Tonnes,2560,100030.0
Accumulated solid waste,Tak,Tonnes,2561,2014.0
Accumulated solid waste,Tak,Tonnes,2562,651.15
Accumulated solid waste,Tak,Tonnes,2563,263.0
Accumulated solid waste,Tak,Tonnes,2564,171.0
Accumulated solid waste,Tak,Tonnes,2565,0.0
Accumulated solid waste,Suphan Buri,Tonnes,2556,144922.5
Accumulated solid waste,Suphan Buri,Tonnes,2557,144922.5
Accumulated solid waste,Suphan Buri,Tonnes,2558,87306.24
Accumulated solid waste,Suphan Buri,Tonnes,2559,92367.0
Accumulated solid waste,Suphan Buri,Tonnes,2560,41655.0
Accumulated solid waste,Suphan Buri,Tonnes,2561,42809.22
Accumulated solid waste,Suphan Buri,Tonnes,2562,68690.0
Accumulated solid waste,Suphan Buri,Tonnes,2563,46276.0
Accumulated solid waste,Suphan Buri,Tonnes,2564,81445.0
Accumulated solid waste,Suphan Buri,Tonnes,2565,81450.0
Recycled solid waste,Nong Khai,Tons per day,2556,170.72
Recycled solid waste,Nong Khai,Tons per day,2557,225.0
Recycled solid waste,Nong Khai,Tons per day,2558,195.0
Recycled solid waste,Nong Khai,Tons per day,2559,114.92
Recycled solid waste,Nong Khai,Tons per day,2560,194.0
Recycled solid waste,Nong Khai,Tons per day,2561,231.12
Recycled solid waste,Nong Khai,Tons per day,2562,272.52
Recycled solid waste,Nong Khai,Tons per day,2563,267.0
Recycled solid waste,Nong Khai,Tons per day,2564,125.0
Recycled solid waste,Nong Khai,Tons per day,2565,200.0
Recycled solid waste,Nakhon Pathom,Tons per day,2556,198.91
Recycled solid waste,Nakhon Pathom,Tons per day,2557,167.0
Recycled solid waste,Nakhon Pathom,Tons per day,2558,168.0
Recycled solid waste,Nakhon Pathom,Tons per day,2559,116.62
Recycled solid waste,Nakhon Pathom,Tons per day,2560,234.0
Recycled solid waste,Nakhon Pathom,Tons per day,2561,310.23
Recycled solid waste,Nakhon Pathom,Tons per day,2562,343.0
Recycled solid waste,Nakhon Pathom,Tons per day,2563,212.6
Recycled solid waste,Nakhon Pathom,Tons per day,2564,214.0
Recycled solid waste,Nakhon Pathom,Tons per day,2565,120.0
Recycled solid waste,Ranong,Tons per day,2556,10.64
Recycled solid waste,Ranong,Tons per day,2557,10.0
Recycled solid waste,Ranong,Tons per day,2558,11.0
Recycled solid waste,Ranong,Tons per day,2559,47.67
Recycled solid waste,Ranong,Tons per day,2560,96.0
Recycled solid waste,Ranong,Tons per day,2561,97.98
Recycled solid waste,Ranong,Tons per day,2562,112.71
Recycled solid waste,Ranong,Tons per day,2563,52.8
Recycled solid waste,Ranong,Tons per day,2564,48.0
Recycled solid waste,Ranong,Tons per day,2565,140.0
Improperly disposed solid waste,Saraburi,Tons per day,2556,208.41
Improperly disposed solid waste,Saraburi,Tons per day,2557,244.0
Improperly disposed solid waste,Saraburi,Tons per day,2558,207.0
Improperly disposed solid waste,Saraburi,Tons per day,2559,210.37
Improperly disposed solid waste,Saraburi,Tons per day,2560,45.0
Improperly disposed solid waste,Saraburi,Tons per day,2561,105.36
Improperly disposed solid waste,Saraburi,Tons per day,2562,191.42
Improperly disposed solid waste,Saraburi,Tons per day,2563,223.05
Improperly disposed solid waste,Saraburi,Tons per day,2564,201.0
Improperly disposed solid waste,Saraburi,Tons per day,2565,227.0
Improperly disposed solid waste,Buri Ram,Tons per day,2556,1392.88
Improperly disposed solid waste,Buri Ram,Tons per day,2557,1330.0
Improperly disposed solid waste,Buri Ram,Tons per day,2558,1330.0
Improperly disposed solid waste,Buri Ram,Tons per day,2559,1155.9
Improperly disposed solid waste,Buri Ram,Tons per day,2560,723.0
Improperly disposed solid waste,Buri Ram,Tons per day,2561,796.64
Improperly disposed solid waste,Buri Ram,Tons per day,2562,641.37
Improperly disposed solid waste,Buri Ram,Tons per day,2563,679.5
Improperly disposed solid waste,Buri Ram,Tons per day,2564,708.0
Improperly disposed solid waste,Buri Ram,Tons per day,2565,462.0
Improperly disposed solid waste,Nakhon Phanom,Tons per day,2556,479.58
Improperly disposed solid waste,Nakhon Phanom,Tons per day,2557,460.0
Improperly disposed solid waste,Nakhon Phanom,Tons per day,2558,395.0
Improperly disposed solid waste,Nakhon Phanom,Tons per day,2559,378.38
Improperly disposed solid waste,Nakhon Phanom,Tons per day,2560,328.0
Improperly disposed solid waste,Nakhon Phanom,Tons per day,2561,374.14
Improperly disposed solid waste,Nakhon Phanom,Tons per day,2562,151.88
Improperly disposed solid waste,Nakhon Phanom,Tons per day,2563,374.81
Improperly disposed solid waste,Nakhon Phanom,Tons per day,2564,191.0
Improperly disposed solid waste,Nakhon Phanom,Tons per day,2565,143.0
Improperly disposed solid waste,Mae Hong Son,Tons per day,2556,92.67
Improperly disposed solid waste,Mae Hong Son,Tons per day,2557,95.0
Improperly disposed solid waste,Mae Hong Son,Tons per day,2558,94.0
Improperly disposed solid waste,Mae Hong Son,Tons per day,2559,69.99
Improperly disposed solid waste,Mae Hong Son,Tons per day,2560,88.0
Improperly disposed solid waste,Mae Hong Son,Tons per day,2561,108.67
Improperly disposed solid waste,Mae Hong Son,Tons per day,2562,115.6
Improperly disposed solid waste,Mae Hong Son,Tons per day,2563,68.15
Improperly disposed solid waste,Mae Hong Son,Tons per day,2564,112.0
Improperly disposed solid waste,Mae Hong Son,Tons per day,2565,125.0
Improperly disposed solid waste,Phatthalung,Tons per day,2556,316.35
Improperly disposed solid waste,Phatthalung,Tons per day,2557,268.0
Improperly disposed solid waste,Phatthalung,Tons per day,2558,268.0
Improperly disposed solid waste,Phatthalung,Tons per day,2559,296.58
Improperly disposed solid waste,Phatthalung,Tons per day,2560,294.0
Improperly disposed solid waste,Phatthalung,Tons per day,2561,277.15
Improperly disposed solid waste,Phatthalung,Tons per day,2562,69.95
Improperly disposed solid waste,Phatthalung,Tons per day,2563,85.5
Improperly disposed solid waste,Phatthalung,Tons per day,2564,186.0
Improperly disposed solid waste,Phatthalung,Tons per day,2565,228.0
Generated solid waste,Samut Prakan,Tons per day,2556,1935.75
Generated solid waste,Samut Prakan,Tons per day,2557,2025.0
Generated solid waste,Samut Prakan,Tons per day,2558,2049.0
Generated solid waste,Samut Prakan,Tons per day,2559,2362.24
Generated solid waste,Samut Prakan,Tons per day,2560,2445.0
Generated solid waste,Samut Prakan,Tons per day,2561,2449.77
Generated solid waste,Samut Prakan,Tons per day,2562,2362.24
Generated solid waste,Samut Prakan,Tons per day,2563,2341.5
Generated solid waste,Samut Prakan,Tons per day,2564,2515.0
Generated solid waste,Samut Prakan,Tons per day,2565,3120.0
Generated solid waste,Rayong,Tons per day,2556,961.9
Generated solid waste,Rayong,Tons per day,2557,942.0
Generated solid waste,Rayong,Tons per day,2558,973.0
Generated solid waste,Rayong,Tons per day,2559,896.88
Generated solid waste,Rayong,Tons per day,2560,989.0
Generated solid waste,Rayong,Tons per day,2561,967.8
Generated solid waste,Rayong,Tons per day,2562,969.76
Generated solid waste,Rayong,Tons per day,2563,1010.2
Generated solid waste,Rayong,Tons per day,2564,1086.0
Generated solid waste,Rayong,Tons per day,2565,1140.0
Generated solid waste,Si Sa Ket,Tons per day,2556,1353.17
Generated solid waste,Si Sa Ket,Tons per day,2557,1361.0
Generated solid waste,Si Sa Ket,Tons per day,2558,1382.0
Generated solid waste,Si Sa Ket,Tons per day,2559,1403.25
Generated solid waste,Si Sa Ket,Tons per day,2560,1378.0
Generated solid waste,Si Sa Ket,Tons per day,2561,1358.24
Generated solid waste,Si Sa Ket,Tons per day,2562,1358.24
Generated solid waste,Si Sa Ket,Tons per day,2563,946.0
Generated solid waste,Si Sa Ket,Tons per day,2564,835.0
Generated solid waste,Si Sa Ket,Tons per day,2565,601.0
Generated solid waste,Chiang Mai,Tons per day,2556,1718.92
Generated solid waste,Chiang Mai,Tons per day,2557,1698.0
Generated solid waste,Chiang Mai,Tons per day,2558,1652.0
Generated solid waste,Chiang Mai,Tons per day,2559,1658.5
Generated solid waste,Chiang Mai,Tons per day,2560,1669.0
Generated solid waste,Chiang Mai,Tons per day,2561,1655.31
Generated solid waste,Chiang Mai,Tons per day,2562,1647.86
Generated solid waste,Chiang Mai,Tons per day,2563,1434.4
Generated solid waste,Chiang Mai,Tons per day,2564,1415.0
Generated solid waste,Chiang Mai,Tons per day,2565,1445.0
Generated solid waste,Uthai Thani,Tons per day,2556,314.17
Generated solid waste,Uthai Thani,Tons per day,2557,316.0
Generated solid waste,Uthai Thani,Tons per day,2558,316.0
Generated solid waste,Uthai Thani,Tons per day,2559,321.95
Generated solid waste,Uthai Thani,Tons per day,2560,313.0
Generated solid waste,Uthai Thani,Tons per day,2561,316.49
Generated solid waste,Uthai Thani,Tons per day,2562,285.55
Generated solid waste,Uthai Thani,Tons per day,2563,209.1
Generated solid waste,Uthai Thani,Tons per day,2564,204.0
Generated solid waste,Uthai Thani,Tons per day,2565,243.0
Generated solid waste,Nakhon Pathom,Tons per day,2556,967.41
Generated solid waste,Nakhon Pathom,Tons per day,2557,971.0
Generated solid waste,Nakhon Pathom,Tons per day,2558,1080.0
Generated solid waste,Nakhon Pathom,Tons per day,2559,1163.73
Generated solid waste,Nakhon Pathom,Tons per day,2560,1165.0
Generated solid waste,Nakhon Pathom,Tons per day,2561,1263.91
Generated solid waste,Nakhon Pathom,Tons per day,2562,1093.03
Generated solid waste,Nakhon Pathom,Tons per day,2563,1276.3
Generated solid waste,Nakhon Pathom,Tons per day,2564,1225.0
Generated solid waste,Nakhon Pathom,Tons per day,2565,1144.0
Generated solid waste,Phangnga,Tons per day,2556,299.69
Generated solid waste,Phangnga,Tons per day,2557,319.0
Generated solid waste,Phangnga,Tons per day,2558,301.0
Generated solid waste,Phangnga,Tons per day,2559,283.26
Generated solid waste,Phangnga,Tons per day,2560,296.0
Generated solid waste,Phangnga,Tons per day,2561,305.6
Generated solid waste,Phangnga,Tons per day,2562,307.39
Generated solid waste,Phangnga,Tons per day,2563,243.1
Generated solid waste,Phangnga,Tons per day,2564,242.0
Generated solid waste,Phangnga,Tons per day,2565,286.0
Generated solid waste,Yala,Tons per day,2556,533.83
Generated solid waste,Yala,Tons per day,2557,541.0
Generated solid waste,Yala,Tons per day,2558,549.0
Generated solid waste,Yala,Tons per day,2559,596.68
Generated solid waste,Yala,Tons per day,2560,611.0
Generated solid waste,Yala,Tons per day,2561,557.81
Generated solid waste,Yala,Tons per day,2562,543.71
Generated solid waste,Yala,Tons per day,2563,434.6
Generated solid waste,Yala,Tons per day,2564,410.0
Generated solid waste,Yala,Tons per day,2565,350.0
Properly disposed solid waste,Saraburi,Tons per day,2556,372.15
Properly disposed solid waste,Saraburi,Tons per day,2557,370.0
Properly disposed solid waste,Saraburi,Tons per day,2558,404.0
Properly disposed solid waste,Saraburi,Tons per day,2559,370.17
Properly disposed solid waste,Saraburi,Tons per day,2560,448.0
Properly disposed solid waste,Saraburi,Tons per day,2561,313.13
Properly disposed solid waste,Saraburi,Tons per day,2562,276.78
Properly disposed solid waste,Saraburi,Tons per day,2563,264.0
Properly disposed solid waste,Saraburi,Tons per day,2564,287.0
Properly disposed solid waste,Saraburi,Tons per day,2565,300.0
Properly disposed solid waste,Buri Ram,Tons per day,2556,87.51
Properly disposed solid waste,Buri Ram,Tons per day,2557,68.0
Properly disposed solid waste,Buri Ram,Tons per day,2558,69.0
Properly disposed solid waste,Buri Ram,Tons per day,2559,178.03
Properly disposed solid waste,Buri Ram,Tons per day,2560,196.0
Properly disposed solid waste,Buri Ram,Tons per day,2561,176.52
Properly disposed solid waste,Buri Ram,Tons per day,2562,179.14
Properly disposed solid waste,Buri Ram,Tons per day,2563,186.0
Properly disposed solid waste,Buri Ram,Tons per day,2564,167.0
Properly disposed solid waste,Buri Ram,Tons per day,2565,110.0
Properly disposed solid waste,Nakhon Phanom,Tons per day,2556,6.5
Properly disposed solid waste,Nakhon Phanom,Tons per day,2557,19.0
Properly disposed solid waste,Nakhon Phanom,Tons per day,2558,28.0
Properly disposed solid waste,Nakhon Phanom,Tons per day,2559,27.99
Properly disposed solid waste,Nakhon Phanom,Tons per day,2560,87.0
Properly disposed solid waste,Nakhon Phanom,Tons per day,2561,32.23
Properly disposed solid waste,Nakhon Phanom,Tons per day,2562,23.27
Properly disposed solid waste,Nakhon Phanom,Tons per day,2563,80.0
Properly disposed solid waste,Nakhon Phanom,Tons per day,2564,60.0
Properly disposed solid waste,Nakhon Phanom,Tons per day,2565,50.0
Properly disposed solid waste,Mae Hong Son,Tons per day,2556,44.09
Properly disposed solid waste,Mae Hong Son,Tons per day,2557,36.0
Properly disposed solid waste,Mae Hong Son,Tons per day,2558,45.0
Properly disposed solid waste,Mae Hong Son,Tons per day,2559,45.66
Properly disposed solid waste,Mae Hong Son,Tons per day,2560,50.0
Properly disposed solid waste,Mae Hong Son,Tons per day,2561,16.4
Properly disposed solid waste,Mae Hong Son,Tons per day,2562,9.44
Properly disposed solid waste,Mae Hong Son,Tons per day,2563,24.0
Properly disposed solid waste,Mae Hong Son,Tons per day,2564,25.0
Properly disposed solid waste,Mae Hong Son,Tons per day,2565,20.0
Properly disposed solid waste,Kanchanaburi,Tons per day,2556,17.89
Properly disposed solid waste,Kanchanaburi,Tons per day,2557,2.0
Properly disposed solid waste,Kanchanaburi,Tons per day,2558,22.0
Properly disposed solid waste,Kanchanaburi,Tons per day,2559,24.2
Properly disposed solid waste,Kanchanaburi,Tons per day,2560,143.0
Properly disposed solid waste,Kanchanaburi,Tons per day,2561,107.97
Properly disposed solid waste,Kanchanaburi,Tons per day,2562,106.86
Properly disposed solid waste,Kanchanaburi,Tons per day,2563,178.0
Properly disposed solid waste,Kanchanaburi,Tons per day,2564,150.0
Properly disposed solid waste,Kanchanaburi,Tons per day,2565,110.0
Properly disposed solid waste,Nakhon Si Thammarat,Tons per day,2556,22.7
Properly disposed solid waste,Nakhon Si Thammarat,Tons per day,2557,23.0
Properly disposed solid waste,Nakhon Si Thammarat,Tons per day,2558,24.0
Properly disposed solid waste,Nakhon Si Thammarat,Tons per day,2559,91.18
Properly disposed solid waste,Nakhon Si Thammarat,Tons per day,2560,73.0
Properly disposed solid waste,Nakhon Si Thammarat,Tons per day,2561,73.3
Properly disposed solid waste,Nakhon Si Thammarat,Tons per day,2562,42.39
Properly disposed solid waste,Nakhon Si Thammarat,Tons per day,2563,50.0
Properly disposed solid waste,Nakhon Si Thammarat,Tons per day,2564,29.0
Properly disposed solid waste,Nakhon Si Thammarat,Tons per day,2565,26.0
Properly disposed solid waste,Phatthalung,Tons per day,2556,41.22
Properly disposed solid waste,Phatthalung,Tons per day,2557,69.0
Properly disposed solid waste,Phatthalung,Tons per day,2558,70.0
Properly disposed solid waste,Phatthalung,Tons per day,2559,35.0
Properly disposed solid waste,Phatthalung,Tons per day,2560,46.0
Properly disposed solid waste,Phatthalung,Tons per day,2561,42.2
Properly disposed solid waste,Phatthalung,Tons per day,2562,67.5
Properly disposed solid waste,Phatthalung,Tons per day,2563,112.0
Properly disposed solid waste,Phatthalung,Tons per day,2564,3.0
Properly disposed solid waste,Phatthalung,Tons per day,2565,0.0
Accumulated solid waste,Sing Buri,Tonnes,2556,10327.5
Accumulated solid waste,Sing Buri,Tonnes,2557,24093.0
Accumulated solid waste,Sing Buri,Tonnes,2558,13200.0
Accumulated solid waste,Sing Buri,Tonnes,2559,28138.0
Accumulated solid waste,Sing Buri,Tonnes,2560,12216.0
Accumulated solid waste,Sing Buri,Tonnes,2561,7250.0
Accumulated solid waste,Sing Buri,Tonnes,2562,7250.0
Accumulated solid waste,Sing Buri,Tonnes,2563,23000.0
Accumulated solid waste,Sing Buri,Tonnes,2564,26066.0
Accumulated solid waste,Sing Buri,Tonnes,2565,7100.0
Accumulated solid waste,Saraburi,Tonnes,2556,201720.0
Accumulated solid waste,Saraburi,Tonnes,2557,191156.18
Accumulated solid waste,Saraburi,Tonnes,2558,81780.0
Accumulated solid waste,Saraburi,Tonnes,2559,93481.0
Accumulated solid waste,Saraburi,Tonnes,2560,97158.0
Accumulated solid waste,Saraburi,Tonnes,2561,366014.3
Accumulated solid waste,Saraburi,Tonnes,2562,362289.55
Accumulated solid waste,Saraburi,Tonnes,2563,335836.0
Accumulated solid waste,Saraburi,Tonnes,2564,334060.0
Accumulated solid waste,Saraburi,Tonnes,2565,236160.0
Accumulated solid waste,Bueng Kan,Tonnes,2556,18000.17
Accumulated solid waste,Bueng Kan,Tonnes,2557,12446.22
Accumulated solid waste,Bueng Kan,Tonnes,2558,13785.06
Accumulated solid waste,Bueng Kan,Tonnes,2559,10334.0
Accumulated solid waste,Bueng Kan,Tonnes,2560,11784.0
Accumulated solid waste,Bueng Kan,Tonnes,2561,15314.97
Accumulated solid waste,Bueng Kan,Tonnes,2562,10052.1
Accumulated solid waste,Bueng Kan,Tonnes,2563,6696.0
Accumulated solid waste,Bueng Kan,Tonnes,2564,3404.0
Accumulated solid waste,Bueng Kan,Tonnes,2565,0.0
Accumulated solid waste,Phayao,Tonnes,2556,102030.3
Accumulated solid waste,Phayao,Tonnes,2557,37605.9
Accumulated solid waste,Phayao,Tonnes,2558,20400.0
Accumulated solid waste,Phayao,Tonnes,2559,23042.0
Accumulated solid waste,Phayao,Tonnes,2560,10452.0
Accumulated solid waste,Phayao,Tonnes,2561,832.95
Accumulated solid waste,Phayao,Tonnes,2562,0.0
Accumulated solid waste,Phayao,Tonnes,2563,0.0
Accumulated solid waste,Phayao,Tonnes,2564,7660.0
Accumulated solid waste,Phayao,Tonnes,2565,12910.0
Accumulated solid waste,Surat Thani,Tonnes,2556,1003332.6
Accumulated solid waste,Surat Thani,Tonnes,2557,319493.55
Accumulated solid waste,Surat Thani,Tonnes,2558,259588.0
Accumulated solid waste,Surat Thani,Tonnes,2559,263499.0
Accumulated solid waste,Surat Thani,Tonnes,2560,68761.0
Accumulated solid waste,Surat Thani,Tonnes,2561,116210.1
Accumulated solid waste,Surat Thani,Tonnes,2562,100159.95
Accumulated solid waste,Surat Thani,Tonnes,2563,204447.0
Accumulated solid waste,Surat Thani,Tonnes,2564,587826.0
Accumulated solid waste,Surat Thani,Tonnes,2565,69800.0
Recycled solid waste,Sing Buri,Tons per day,2556,46.39
Recycled solid waste,Sing Buri,Tons per day,2557,45.0
Recycled solid waste,Sing Buri,Tons per day,2558,51.0
