Solid waste,Province,Unit Measure,TIME_PERIOD,OBS_VALUE
Improperly disposed solid waste,Nan,Tons per day,2557,284.0
Improperly disposed solid waste,Nan,Tons per day,2558,288.0
Improperly disposed solid waste,Nan,Tons per day,2559,243.06
Improperly disposed solid waste,Nan,Tons per day,2560,225.0
Improperly disposed solid waste,Nan,Tons per day,2561,224.0
Improperly disposed solid waste,Nan,Tons per day,2562,81.3
Improperly disposed solid waste,Nan,Tons per day,2563,64.0
Improperly disposed solid waste,Nan,Tons per day,2564,63.0
Improperly disposed solid waste,Nan,Tons per day,2565,58.0
Improperly disposed solid waste,Phichit,Tons per day,2556,358.77
Improperly disposed solid waste,Phichit,Tons per day,2557,364.0
Improperly disposed solid waste,Phichit,Tons per day,2558,366.0
Improperly disposed solid waste,Phichit,Tons per day,2559,331.75
Improperly disposed solid waste,Phichit,Tons per day,2560,347.0
Improperly disposed solid waste,Phichit,Tons per day,2561,396.56
Improperly disposed solid waste,Phichit,Tons per day,2562,228.51
Improperly disposed solid waste,Phichit,Tons per day,2563,23.7
Improperly disposed solid waste,Phichit,Tons per day,2564,135.0
Improperly disposed solid waste,Phichit,Tons per day,2565,99.0
Improperly disposed solid waste,Nakhon Si Thammarat,Tons per day,2556,1003.53
Improperly disposed solid waste,Nakhon Si Thammarat,Tons per day,2557,1007.0
Improperly disposed solid waste,Nakhon Si Thammarat,Tons per day,2558,1009.0
Improperly disposed solid waste,Nakhon Si Thammarat,Tons per day,2559,827.23
Improperly disposed solid waste,Nakhon Si Thammarat,Tons per day,2560,476.0
Improperly disposed solid waste,Nakhon Si Thammarat,Tons per day,2561,457.91
Improperly disposed solid waste,Nakhon Si Thammarat,Tons per day,2562,364.94
Improperly disposed solid waste,Nakhon Si Thammarat,Tons per day,2563,645.3
Improperly disposed solid waste,Nakhon Si Thammarat,Tons per day,2564,713.0
Improperly disposed solid waste,Nakhon Si Thammarat,Tons per day,2565,676.0
Improperly disposed solid waste,Songkhla,Tons per day,2556,927.67
Improperly disposed solid waste,Songkhla,Tons per day,2557,454.0
Improperly disposed solid waste,Songkhla,Tons per day,2558,447.0
Improperly disposed solid waste,Songkhla,Tons per day,2559,388.08
Improperly disposed solid waste,Songkhla,Tons per day,2560,385.0
Improperly disposed solid waste,Songkhla,Tons per day,2561,402.16
Improperly disposed solid waste,Songkhla,Tons per day,2562,402.17
Improperly disposed solid waste,Songkhla,Tons per day,2563,103.2
Improperly disposed solid waste,Songkhla,Tons per day,2564,164.0
Improperly disposed solid waste,Songkhla,Tons per day,2565,157.0
Generated solid waste,Phra Nakhon Si Ayutthaya,Tons per day,2556,796.19
Generated solid waste,Phra Nakhon Si Ayutthaya,Tons per day,2557,1135.0
Generated solid waste,Phra Nakhon Si Ayutthaya,Tons per day,2558,1148.0
Generated solid waste,Phra Nakhon Si Ayutthaya,Tons per day,2559,1153.7
Generated solid waste,Phra Nakhon Si Ayutthaya,Tons per day,2560,1038.0
Generated solid waste,Phra Nakhon Si Ayutthaya,Tons per day,2561,1176.35
Generated solid waste,Phra Nakhon Si Ayutthaya,Tons per day,2562,1095.13
Generated solid waste,Phra Nakhon Si Ayutthaya,Tons per day,2563,1351.8
Generated solid waste,Phra Nakhon Si Ayutthaya,Tons per day,2564,1287.0
Generated solid waste,Phra Nakhon Si Ayutthaya,Tons per day,2565,1100.0
Generated solid waste,Nong Khai,Tons per day,2556,494.35
Generated solid waste,Nong Khai,Tons per day,2557,495.0
Generated solid waste,Nong Khai,Tons per day,2558,509.0
Generated solid waste,Nong Khai,Tons per day,2559,357.37
Generated solid waste,Nong Khai,Tons per day,2560,498.0
Generated solid waste,Nong Khai,Tons per day,2561,500.57
Generated solid waste,Nong Khai,Tons per day,2562,504.1
Generated solid waste,Nong Khai,Tons per day,2563,784.5
Generated solid waste,Nong Khai,Tons per day,2564,654.0
Generated solid waste,Nong Khai,Tons per day,2565,485.0
Generated solid waste,Uttaradit,Tons per day,2556,464.85
Generated solid waste,Uttaradit,Tons per day,2557,467.0
Generated solid waste,Uttaradit,Tons per day,2558,484.0
Generated solid waste,Uttaradit,Tons per day,2559,450.38
Generated solid waste,Uttaradit,Tons per day,2560,440.0
Generated solid waste,Uttaradit,Tons per day,2561,439.14
Generated solid waste,Uttaradit,Tons per day,2562,437.57
Generated solid waste,Uttaradit,Tons per day,2563,319.8
Generated solid waste,Uttaradit,Tons per day,2564,332.0
Generated solid waste,Uttaradit,Tons per day,2565,423.0
Generated solid waste,Ranong,Tons per day,2556,199.17
Generated solid waste,Ranong,Tons per day,2557,196.0
Generated solid waste,Ranong,Tons per day,2558,199.0
Generated solid waste,Ranong,Tons per day,2559,186.78
Generated solid waste,Ranong,Tons per day,2560,189.0
Generated solid waste,Ranong,Tons per day,2561,189.06
Generated solid waste,Ranong,Tons per day,2562,189.55
Generated solid waste,Ranong,Tons per day,2563,277.0
Generated solid waste,Ranong,Tons per day,2564,235.0
Generated solid waste,Ranong,Tons per day,2565,232.0
Properly disposed solid waste,Nonthaburi,Tons per day,2556,1221.35
Properly disposed solid waste,Nonthaburi,Tons per day,2557,1279.0
Properly disposed solid waste,Nonthaburi,Tons per day,2558,1300.0
Properly disposed solid waste,Nonthaburi,Tons per day,2559,1189.26
Properly disposed solid waste,Nonthaburi,Tons per day,2560,1301.0
Properly disposed solid waste,Nonthaburi,Tons per day,2561,1305.28
Properly disposed solid waste,Nonthaburi,Tons per day,2562,1306.09
Properly disposed solid waste,Nonthaburi,Tons per day,2563,1491.0
Properly disposed solid waste,Nonthaburi,Tons per day,2564,1582.0
Properly disposed solid waste,Nonthaburi,Tons per day,2565,1547.0
Properly disposed solid waste,Chanthaburi,Tons per day,2556,180.76
Properly disposed solid waste,Chanthaburi,Tons per day,2557,189.0
Properly disposed solid waste,Chanthaburi,Tons per day,2558,216.0
Properly disposed solid waste,Chanthaburi,Tons per day,2559,239.56
Properly disposed solid waste,Chanthaburi,Tons per day,2560,259.0
Properly disposed solid waste,Chanthaburi,Tons per day,2561,266.03
Properly disposed solid waste,Chanthaburi,Tons per day,2562,234.82
Properly disposed solid waste,Chanthaburi,Tons per day,2563,37.0
Properly disposed solid waste,Chanthaburi,Tons per day,2564,47.0
Properly disposed solid waste,Chanthaburi,Tons per day,2565,44.0
Properly disposed solid waste,Udon Thani,Tons per day,2556,322.62
Properly disposed solid waste,Udon Thani,Tons per day,2557,390.0
Properly disposed solid waste,Udon Thani,Tons per day,2558,307.0
Properly disposed solid waste,Udon Thani,Tons per day,2559,275.06
Properly disposed solid waste,Udon Thani,Tons per day,2560,320.0
Properly disposed solid waste,Udon Thani,Tons per day,2561,236.21
Properly disposed solid waste,Udon Thani,Tons per day,2562,355.0
Properly disposed solid waste,Udon Thani,Tons per day,2563,360.0
Properly disposed solid waste,Udon Thani,Tons per day,2564,386.0
Properly disposed solid waste,Udon Thani,Tons per day,2565,405.0
Properly disposed solid waste,Lamphun,Tons per day,2556,133.24
Properly disposed solid waste,Lamphun,Tons per day,2557,142.0
Properly disposed solid waste,Lamphun,Tons per day,2558,142.0
Properly disposed solid waste,Lamphun,Tons per day,2559,135.59
Properly disposed solid waste,Lamphun,Tons per day,2560,195.0
Properly disposed solid waste,Lamphun,Tons per day,2561,201.02
Properly disposed solid waste,Lamphun,Tons per day,2562,72.12
Properly disposed solid waste,Lamphun,Tons per day,2563,70.0
Properly disposed solid waste,Lamphun,Tons per day,2564,70.0
Properly disposed solid waste,Lamphun,Tons per day,2565,50.0
Properly disposed solid waste,Phuket,Tons per day,2556,579.94
Properly disposed solid waste,Phuket,Tons per day,2557,618.0
Properly disposed solid waste,Phuket,Tons per day,2558,633.0
Properly disposed solid waste,Phuket,Tons per day,2559,791.9
Properly disposed solid waste,Phuket,Tons per day,2560,860.0
Properly disposed solid waste,Phuket,Tons per day,2561,929.29
Properly disposed solid waste,Phuket,Tons per day,2562,965.4
Properly disposed solid waste,Phuket,Tons per day,2563,833.0
Properly disposed solid waste,Phuket,Tons per day,2564,612.0
Properly disposed solid waste,Phuket,Tons per day,2565,668.0
Accumulated solid waste,Lop Buri,Tonnes,2556,352288.0
Accumulated solid waste,Lop Buri,Tonnes,2557,356608.0
Accumulated solid waste,Lop Buri,Tonnes,2558,274534.0
Accumulated solid waste,Lop Buri,Tonnes,2559,125622.0
Accumulated solid waste,Lop Buri,Tonnes,2560,171837.0
Accumulated solid waste,Lop Buri,Tonnes,2561,246722.16
Accumulated solid waste,Lop Buri,Tonnes,2562,273428.1
Accumulated solid waste,Lop Buri,Tonnes,2563,271550.0
Accumulated solid waste,Lop Buri,Tonnes,2564,240899.0
Accumulated solid waste,Lop Buri,Tonnes,2565,310060.0
Accumulated solid waste,Chon Buri,Tonnes,2556,501635.0
Accumulated solid waste,Chon Buri,Tonnes,2557,591386.0
Accumulated solid waste,Chon Buri,Tonnes,2558,314770.0
Accumulated solid waste,Chon Buri,Tonnes,2559,398936.0
Accumulated solid waste,Chon Buri,Tonnes,2560,86217.0
Accumulated solid waste,Chon Buri,Tonnes,2561,119611.0
Accumulated solid waste,Chon Buri,Tonnes,2562,64669.95
Accumulated solid waste,Chon Buri,Tonnes,2563,224710.0
Accumulated solid waste,Chon Buri,Tonnes,2564,824618.0
Accumulated solid waste,Chon Buri,Tonnes,2565,470550.0
Accumulated solid waste,Nong Bua Lam Phu,Tonnes,2556,29662.2
Accumulated solid waste,Nong Bua Lam Phu,Tonnes,2557,36025.2
Accumulated solid waste,Nong Bua Lam Phu,Tonnes,2558,21782.0
Accumulated solid waste,Nong Bua Lam Phu,Tonnes,2559,20562.0
Accumulated solid waste,Nong Bua Lam Phu,Tonnes,2560,1402.0
Accumulated solid waste,Nong Bua Lam Phu,Tonnes,2561,498.72
Accumulated solid waste,Nong Bua Lam Phu,Tonnes,2562,8640.75
Accumulated solid waste,Nong Bua Lam Phu,Tonnes,2563,0.0
Accumulated solid waste,Nong Bua Lam Phu,Tonnes,2564,113.0
Accumulated solid waste,Nong Bua Lam Phu,Tonnes,2565,124000.0
Accumulated solid waste,Krabi,Tonnes,2556,79753.0
Accumulated solid waste,Krabi,Tonnes,2557,245819.54
Accumulated solid waste,Krabi,Tonnes,2558,192146.0
Accumulated solid waste,Krabi,Tonnes,2559,193975.0
Accumulated solid waste,Krabi,Tonnes,2560,177984.0
Accumulated solid waste,Krabi,Tonnes,2561,60261.18
Accumulated solid waste,Krabi,Tonnes,2562,57326.0
Accumulated solid waste,Krabi,Tonnes,2563,50680.0
Accumulated solid waste,Krabi,Tonnes,2564,51977.0
Accumulated solid waste,Krabi,Tonnes,2565,58280.0
Recycled solid waste,Chon Buri,Tons per day,2556,318.72
Recycled solid waste,Chon Buri,Tons per day,2557,155.0
Recycled solid waste,Chon Buri,Tons per day,2558,218.0
Recycled solid waste,Chon Buri,Tons per day,2559,301.9
Recycled solid waste,Chon Buri,Tons per day,2560,476.0
Recycled solid waste,Chon Buri,Tons per day,2561,280.9
Recycled solid waste,Chon Buri,Tons per day,2562,693.24
Recycled solid waste,Chon Buri,Tons per day,2563,249.7
Recycled solid waste,Chon Buri,Tons per day,2564,290.0
Recycled solid waste,Chon Buri,Tons per day,2565,250.0
Recycled solid waste,Khon Kaen,Tons per day,2556,608.23
Recycled solid waste,Khon Kaen,Tons per day,2557,440.0
Recycled solid waste,Khon Kaen,Tons per day,2558,500.0
Recycled solid waste,Khon Kaen,Tons per day,2559,561.35
Recycled solid waste,Khon Kaen,Tons per day,2560,994.0
Recycled solid waste,Khon Kaen,Tons per day,2561,934.62
Recycled solid waste,Khon Kaen,Tons per day,2562,927.39
Recycled solid waste,Khon Kaen,Tons per day,2563,363.8
Recycled solid waste,Khon Kaen,Tons per day,2564,395.0
Recycled solid waste,Khon Kaen,Tons per day,2565,390.0
Recycled solid waste,Chiang Rai,Tons per day,2556,237.44
Recycled solid waste,Chiang Rai,Tons per day,2557,270.0
Recycled solid waste,Chiang Rai,Tons per day,2558,250.0
Recycled solid waste,Chiang Rai,Tons per day,2559,196.33
Recycled solid waste,Chiang Rai,Tons per day,2560,212.0
Recycled solid waste,Chiang Rai,Tons per day,2561,248.61
Recycled solid waste,Chiang Rai,Tons per day,2562,155.3
Recycled solid waste,Chiang Rai,Tons per day,2563,408.2
Recycled solid waste,Chiang Rai,Tons per day,2564,425.0
Recycled solid waste,Chiang Rai,Tons per day,2565,300.0
Recycled solid waste,Phangnga,Tons per day,2556,104.86
Recycled solid waste,Phangnga,Tons per day,2557,120.0
Recycled solid waste,Phangnga,Tons per day,2558,87.0
Recycled solid waste,Phangnga,Tons per day,2559,84.75
Recycled solid waste,Phangnga,Tons per day,2560,95.0
Recycled solid waste,Phangnga,Tons per day,2561,108.83
Recycled solid waste,Phangnga,Tons per day,2562,123.78
Recycled solid waste,Phangnga,Tons per day,2563,44.0
Recycled solid waste,Phangnga,Tons per day,2564,41.0
Recycled solid waste,Phangnga,Tons per day,2565,97.0
Improperly disposed solid waste,Nonthaburi,Tons per day,2556,0.0
Improperly disposed solid waste,Nonthaburi,Tons per day,2557,0.0
Improperly disposed solid waste,Nonthaburi,Tons per day,2558,0.0
Improperly disposed solid waste,Nonthaburi,Tons per day,2559,0.0
Improperly disposed solid waste,Nonthaburi,Tons per day,2560,0.0
Improperly disposed solid waste,Nonthaburi,Tons per day,2561,0.0
Improperly disposed solid waste,Nonthaburi,Tons per day,2562,0.0
Improperly disposed solid waste,Nonthaburi,Tons per day,2563,9.9
Improperly disposed solid waste,Nonthaburi,Tons per day,2564,0.0
Improperly disposed solid waste,Nonthaburi,Tons per day,2565,0.0
Improperly disposed solid waste,Lop Buri,Tons per day,2556,578.54
Improperly disposed solid waste,Lop Buri,Tons per day,2557,618.0
Improperly disposed solid waste,Lop Buri,Tons per day,2558,626.0
Improperly disposed solid waste,Lop Buri,Tons per day,2559,739.78
Improperly disposed solid waste,Lop Buri,Tons per day,2560,424.0
Improperly disposed solid waste,Lop Buri,Tons per day,2561,439.98
Improperly disposed solid waste,Lop Buri,Tons per day,2562,793.8
Improperly disposed solid waste,Lop Buri,Tons per day,2563,481.5
Improperly disposed solid waste,Lop Buri,Tons per day,2564,681.0
Improperly disposed solid waste,Lop Buri,Tons per day,2565,585.0
Improperly disposed solid waste,Ubon Ratchathani,Tons per day,2556,942.14
Improperly disposed solid waste,Ubon Ratchathani,Tons per day,2557,730.0
Improperly disposed solid waste,Ubon Ratchathani,Tons per day,2558,751.0
Improperly disposed solid waste,Ubon Ratchathani,Tons per day,2559,584.67
Improperly disposed solid waste,Ubon Ratchathani,Tons per day,2560,208.27
Improperly disposed solid waste,Ubon Ratchathani,Tons per day,2561,258.89
Improperly disposed solid waste,Ubon Ratchathani,Tons per day,2562,247.5
Improperly disposed solid waste,Ubon Ratchathani,Tons per day,2563,406.6
Improperly disposed solid waste,Ubon Ratchathani,Tons per day,2564,319.0
Improperly disposed solid waste,Ubon Ratchathani,Tons per day,2565,200.0
Improperly disposed solid waste,Lamphun,Tons per day,2556,173.82
Improperly disposed solid waste,Lamphun,Tons per day,2557,148.0
Improperly disposed solid waste,Lamphun,Tons per day,2558,175.0
Improperly disposed solid waste,Lamphun,Tons per day,2559,181.43
Improperly disposed solid waste,Lamphun,Tons per day,2560,95.0
Improperly disposed solid waste,Lamphun,Tons per day,2561,109.45
Improperly disposed solid waste,Lamphun,Tons per day,2562,66.42
Improperly disposed solid waste,Lamphun,Tons per day,2563,82.1
Improperly disposed solid waste,Lamphun,Tons per day,2564,92.0
Improperly disposed solid waste,Lamphun,Tons per day,2565,106.0
Improperly disposed solid waste,Suphan Buri,Tons per day,2556,659.51
Improperly disposed solid waste,Suphan Buri,Tons per day,2557,575.0
Improperly disposed solid waste,Suphan Buri,Tons per day,2558,569.0
Improperly disposed solid waste,Suphan Buri,Tons per day,2559,500.41
Improperly disposed solid waste,Suphan Buri,Tons per day,2560,444.0
Improperly disposed solid waste,Suphan Buri,Tons per day,2561,307.54
Improperly disposed solid waste,Suphan Buri,Tons per day,2562,151.72
Improperly disposed solid waste,Suphan Buri,Tons per day,2563,348.4
Improperly disposed solid waste,Suphan Buri,Tons per day,2564,417.0
Improperly disposed solid waste,Suphan Buri,Tons per day,2565,318.0
Improperly disposed solid waste,Samut Sakhon,Tons per day,2556,243.45
Improperly disposed solid waste,Samut Sakhon,Tons per day,2557,60.0
Improperly disposed solid waste,Samut Sakhon,Tons per day,2558,141.0
Improperly disposed solid waste,Samut Sakhon,Tons per day,2559,416.22
Improperly disposed solid waste,Samut Sakhon,Tons per day,2560,349.0
Improperly disposed solid waste,Samut Sakhon,Tons per day,2561,70.89
Improperly disposed solid waste,Samut Sakhon,Tons per day,2562,0.33
Improperly disposed solid waste,Samut Sakhon,Tons per day,2563,0.0
Improperly disposed solid waste,Samut Sakhon,Tons per day,2564,47.0
Improperly disposed solid waste,Samut Sakhon,Tons per day,2565,10.0
Generated solid waste,Chachoengsao,Tons per day,2556,788.31
Generated solid waste,Chachoengsao,Tons per day,2557,836.0
Generated solid waste,Chachoengsao,Tons per day,2558,862.0
Generated solid waste,Chachoengsao,Tons per day,2559,751.12
Generated solid waste,Chachoengsao,Tons per day,2560,777.0
Generated solid waste,Chachoengsao,Tons per day,2561,709.24
Generated solid waste,Chachoengsao,Tons per day,2562,733.14
Generated solid waste,Chachoengsao,Tons per day,2563,674.9
Generated solid waste,Chachoengsao,Tons per day,2564,771.0
Generated solid waste,Chachoengsao,Tons per day,2565,704.0
Generated solid waste,Nakhon Ratchasima,Tons per day,2556,2692.49
Generated solid waste,Nakhon Ratchasima,Tons per day,2557,2264.0
Generated solid waste,Nakhon Ratchasima,Tons per day,2558,2294.0
Generated solid waste,Nakhon Ratchasima,Tons per day,2559,2458.33
Generated solid waste,Nakhon Ratchasima,Tons per day,2560,2458.0
Generated solid waste,Nakhon Ratchasima,Tons per day,2561,2480.07
Generated solid waste,Nakhon Ratchasima,Tons per day,2562,2511.25
Generated solid waste,Nakhon Ratchasima,Tons per day,2563,2337.3
Generated solid waste,Nakhon Ratchasima,Tons per day,2564,2271.0
Generated solid waste,Nakhon Ratchasima,Tons per day,2565,2228.0
Generated solid waste,Sakon Nakhon,Tons per day,2556,1039.84
Generated solid waste,Sakon Nakhon,Tons per day,2557,1078.0
Generated solid waste,Sakon Nakhon,Tons per day,2558,1123.0
Generated solid waste,Sakon Nakhon,Tons per day,2559,1127.78
Generated solid waste,Sakon Nakhon,Tons per day,2560,1118.0
Generated solid waste,Sakon Nakhon,Tons per day,2561,1135.41
Generated solid waste,Sakon Nakhon,Tons per day,2562,1131.59
Generated solid waste,Sakon Nakhon,Tons per day,2563,896.1
Generated solid waste,Sakon Nakhon,Tons per day,2564,890.0
Generated solid waste,Sakon Nakhon,Tons per day,2565,843.0
Generated solid waste,Sukhothai,Tons per day,2556,582.8
Generated solid waste,Sukhothai,Tons per day,2557,576.0
Generated solid waste,Sukhothai,Tons per day,2558,578.0
Generated solid waste,Sukhothai,Tons per day,2559,572.87
Generated solid waste,Sukhothai,Tons per day,2560,576.0
Generated solid waste,Sukhothai,Tons per day,2561,581.24
Generated solid waste,Sukhothai,Tons per day,2562,573.94
Generated solid waste,Sukhothai,Tons per day,2563,373.1
Generated solid waste,Sukhothai,Tons per day,2564,421.0
Generated solid waste,Sukhothai,Tons per day,2565,560.0
Generated solid waste,Ratchaburi,Tons per day,2556,865.29
Generated solid waste,Ratchaburi,Tons per day,2557,840.0
Generated solid waste,Ratchaburi,Tons per day,2558,805.0
Generated solid waste,Ratchaburi,Tons per day,2559,895.87
Generated solid waste,Ratchaburi,Tons per day,2560,831.0
Generated solid waste,Ratchaburi,Tons per day,2561,864.61
Generated solid waste,Ratchaburi,Tons per day,2562,872.04
Generated solid waste,Ratchaburi,Tons per day,2563,759.8
Generated solid waste,Ratchaburi,Tons per day,2564,697.0
Generated solid waste,Ratchaburi,Tons per day,2565,798.0
Generated solid waste,Trang,Tons per day,2556,659.24
Generated solid waste,Trang,Tons per day,2557,716.0
Generated solid waste,Trang,Tons per day,2558,665.0
Generated solid waste,Trang,Tons per day,2559,659.58
Generated solid waste,Trang,Tons per day,2560,663.0
Generated solid waste,Trang,Tons per day,2561,659.06
Generated solid waste,Trang,Tons per day,2562,659.06
Generated solid waste,Trang,Tons per day,2563,509.7
Generated solid waste,Trang,Tons per day,2564,452.0
Generated solid waste,Trang,Tons per day,2565,450.0
Properly disposed solid waste,Nakhon Nayok,Tons per day,2556,96.92
Properly disposed solid waste,Nakhon Nayok,Tons per day,2557,91.0
Properly disposed solid waste,Nakhon Nayok,Tons per day,2558,93.0
Properly disposed solid waste,Nakhon Nayok,Tons per day,2559,70.87
Properly disposed solid waste,Nakhon Nayok,Tons per day,2560,70.0
Properly disposed solid waste,Nakhon Nayok,Tons per day,2561,106.41
Properly disposed solid waste,Nakhon Nayok,Tons per day,2562,21.1
Properly disposed solid waste,Nakhon Nayok,Tons per day,2563,29.0
Properly disposed solid waste,Nakhon Nayok,Tons per day,2564,27.0
Properly disposed solid waste,Nakhon Nayok,Tons per day,2565,30.0
Properly disposed solid waste,Roi Et,Tons per day,2556,43.11
Properly disposed solid waste,Roi Et,Tons per day,2557,0.0
Properly disposed solid waste,Roi Et,Tons per day,2558,0.0
Properly disposed solid waste,Roi Et,Tons per day,2559,4.0
Properly disposed solid waste,Roi Et,Tons per day,2560,270.0
Properly disposed solid waste,Roi Et,Tons per day,2561,171.0
Properly disposed solid waste,Roi Et,Tons per day,2562,103.94
Properly disposed solid waste,Roi Et,Tons per day,2563,139.0
Properly disposed solid waste,Roi Et,Tons per day,2564,135.0
Properly disposed solid waste,Roi Et,Tons per day,2565,100.0
Properly disposed solid waste,Kamphaeng Phet,Tons per day,2556,98.62
Properly disposed solid waste,Kamphaeng Phet,Tons per day,2557,170.0
Properly disposed solid waste,Kamphaeng Phet,Tons per day,2558,245.0
Properly disposed solid waste,Kamphaeng Phet,Tons per day,2559,151.12
Properly disposed solid waste,Kamphaeng Phet,Tons per day,2560,145.0
Properly disposed solid waste,Kamphaeng Phet,Tons per day,2561,143.12
Properly disposed solid waste,Kamphaeng Phet,Tons per day,2562,158.28
Properly disposed solid waste,Kamphaeng Phet,Tons per day,2563,138.0
Properly disposed solid waste,Kamphaeng Phet,Tons per day,2564,120.0
Properly disposed solid waste,Kamphaeng Phet,Tons per day,2565,132.0
Properly disposed solid waste,Phichit,Tons per day,2556,44.95
Properly disposed solid waste,Phichit,Tons per day,2557,74.0
Properly disposed solid waste,Phichit,Tons per day,2558,74.0
Properly disposed solid waste,Phichit,Tons per day,2559,63.32
Properly disposed solid waste,Phichit,Tons per day,2560,69.0
Properly disposed solid waste,Phichit,Tons per day,2561,113.4
Properly disposed solid waste,Phichit,Tons per day,2562,123.76
Properly disposed solid waste,Phichit,Tons per day,2563,131.0
Properly disposed solid waste,Phichit,Tons per day,2564,54.0
Properly disposed solid waste,Phichit,Tons per day,2565,72.0
Properly disposed solid waste,Songkhla,Tons per day,2556,74.71
Properly disposed solid waste,Songkhla,Tons per day,2557,550.0
Properly disposed solid waste,Songkhla,Tons per day,2558,547.0
Properly disposed solid waste,Songkhla,Tons per day,2559,673.55
Properly disposed solid waste,Songkhla,Tons per day,2560,688.0
Properly disposed solid waste,Songkhla,Tons per day,2561,668.33
Properly disposed solid waste,Songkhla,Tons per day,2562,652.9
Properly disposed solid waste,Songkhla,Tons per day,2563,700.0
Properly disposed solid waste,Songkhla,Tons per day,2564,715.0
Properly disposed solid waste,Songkhla,Tons per day,2565,730.0
Accumulated solid waste,Nonthaburi,Tonnes,2556,0.0
Accumulated solid waste,Nonthaburi,Tonnes,2557,0.0
Accumulated solid waste,Nonthaburi,Tonnes,2558,0.0
Accumulated solid waste,Nonthaburi,Tonnes,2559,0.0
Accumulated solid waste,Nonthaburi,Tonnes,2560,0.0
Accumulated solid waste,Nonthaburi,Tonnes,2561,0.0
Accumulated solid waste,Nonthaburi,Tonnes,2562,0.0
Accumulated solid waste,Nonthaburi,Tonnes,2563,0.0
Accumulated solid waste,Nonthaburi,Tonnes,2564,0.0
Accumulated solid waste,Nonthaburi,Tonnes,2565,0.0
Accumulated solid waste,Phra Nakhon Si Ayutthaya,Tonnes,2556,585717.9
Accumulated solid waste,Phra Nakhon Si Ayutthaya,Tonnes,2557,780031.2
Accumulated solid waste,Phra Nakhon Si Ayutthaya,Tonnes,2558,486714.0
Accumulated solid waste,Phra Nakhon Si Ayutthaya,Tonnes,2559,642566.0
Accumulated solid waste,Phra Nakhon Si Ayutthaya,Tonnes,2560,312585.0
Accumulated solid waste,Phra Nakhon Si Ayutthaya,Tonnes,2561,297815.0
Accumulated solid waste,Phra Nakhon Si Ayutthaya,Tonnes,2562,206486.0
Accumulated solid waste,Phra Nakhon Si Ayutthaya,Tonnes,2563,519195.0
Accumulated solid waste,Phra Nakhon Si Ayutthaya,Tonnes,2564,398683.0
Accumulated solid waste,Phra Nakhon Si Ayutthaya,Tonnes,2565,416630.0
Accumulated solid waste,Nong Khai,Tonnes,2556,17237.1
Accumulated solid waste,Nong Khai,Tonnes,2557,17237.1
Accumulated solid waste,Nong Khai,Tonnes,2558,15838.2
Accumulated solid waste,Nong Khai,Tonnes,2559,12058.0
Accumulated solid waste,Nong Khai,Tonnes,2560,9683.0
Accumulated solid waste,Nong Khai,Tonnes,2561,6774.3
Accumulated solid waste,Nong Khai,Tonnes,2562,9016.57
Accumulated solid waste,Nong Khai,Tonnes,2563,8174.0
Accumulated solid waste,Nong Khai,Tonnes,2564,6708.0
Accumulated solid waste,Nong Khai,Tonnes,2565,7400.0
Accumulated solid waste,Uttaradit,Tonnes,2556,73163.0
Accumulated solid waste,Uttaradit,Tonnes,2557,23218.0
Accumulated solid waste,Uttaradit,Tonnes,2558,0.0
Accumulated solid waste,Uttaradit,Tonnes,2559,4735.0
Accumulated solid waste,Uttaradit,Tonnes,2560,4735.0
Accumulated solid waste,Uttaradit,Tonnes,2561,3728.25
Accumulated solid waste,Uttaradit,Tonnes,2562,0.0
Accumulated solid waste,Uttaradit,Tonnes,2563,0.0
Accumulated solid waste,Uttaradit,Tonnes,2564,0.0
Accumulated solid waste,Uttaradit,Tonnes,2565,0.0
Accumulated solid waste,Nan,Tonnes,2556,28389.89
Accumulated solid waste,Nan,Tonnes,2557,9477.63
Accumulated solid waste,Nan,Tonnes,2558,10475.0
Accumulated solid waste,Nan,Tonnes,2559,9242.0
Accumulated solid waste,Nan,Tonnes,2560,9242.0
Accumulated solid waste,Nan,Tonnes,2561,2386.03
Accumulated solid waste,Nan,Tonnes,2562,0.0
Accumulated solid waste,Nan,Tonnes,2563,4028.0
Accumulated solid waste,Nan,Tonnes,2564,10603.0
Accumulated solid waste,Nan,Tonnes,2565,0.0
Accumulated solid waste,Ranong,Tonnes,2556,296992.2
Accumulated solid waste,Ranong,Tonnes,2557,26003.4
Accumulated solid waste,Ranong,Tonnes,2558,26003.4
Accumulated solid waste,Ranong,Tonnes,2559,18291.0
Accumulated solid waste,Ranong,Tonnes,2560,9088.0
Accumulated solid waste,Ranong,Tonnes,2561,4361.47
Accumulated solid waste,Ranong,Tonnes,2562,4863.22
Accumulated solid waste,Ranong,Tonnes,2563,5917.0
Accumulated solid waste,Ranong,Tonnes,2564,10373.0
Accumulated solid waste,Ranong,Tonnes,2565,15900.0
Accumulated solid waste,Songkhla,Tonnes,2556,2471840.4
Accumulated solid waste,Songkhla,Tonnes,2557,100945.2
Accumulated solid waste,Songkhla,Tonnes,2558,95788.26
Accumulated solid waste,Songkhla,Tonnes,2559,147645.0
Accumulated solid waste,Songkhla,Tonnes,2560,36035.0
Accumulated solid waste,Songkhla,Tonnes,2561,23472.0
Accumulated solid waste,Songkhla,Tonnes,2562,0.0
Accumulated solid waste,Songkhla,Tonnes,2563,0.0
